entity_id,num_source_files,source_files,company_name,cik,source_record_id,address_street,address_city,address_state,address_zip,address_country,source_name,website_url,contact_name,contact_email,phone,notes,company_status,stage,one_liner,is_gmp_facility,is_commercial,website_url_status,address_street_status,contact_name_status,contact_email_status,is_gmp_facility_status,is_commercial_status,company_name_clean,is_hq,name
ENT-000519,1,env_labs_standardized.csv,Eurofins Orlando,,TNI00444,481 Newburyport Avenue,Altamonte Springs,Florida,,,env_labs,https://www.eurofins.com/en-us/environment-testing/,Cynthia Larosa,cynthia.larosa@et.eurofinsus.com,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,extracted,extracted,Eurofins Orlando,True,HQ Lab @ Eurofins Orlando
ENT-000520,1,env_labs_standardized.csv,Eurofins Orlando,,TNI00400,,Orlando,Florida,,,env_labs,https://www.eurofinsus.com/Env,Cynthia Larosa,cynthia.larosa@et.eurofinsus.com,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,extracted,extracted,Eurofins,False,Orlando Lab @ Eurofins
ENT-000521,1,env_labs_standardized.csv,Eurofins Pensacola,,TNI00601,3355 McLemore Dr,Pensacola,Florida,,,env_labs,https://www.eurofins.com/en-us/locations/eurofins-environment-testing-pensacola,Darlene Nelson,darlene.nelson@eurofinset.com,,,,,,,,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Eurofins,False,Pensacola Lab @ Eurofins
ENT-000522,1,env_labs_standardized.csv,Eurofins Philadelphia - Horsham,,TNI02569,"2430 New Holland Pike Building D, Suite 100",Horsham,Pennsylvania,,,env_labs,https://eurofinscentrallaboratory.com/clinical-trial-supplies/,Jackie Gartner,clinicaltrials@eurofins.com,,,,,,explicit_gmp,True,found_via_search,extracted,found_via_fallback_search,extracted,found_via_fallback_search,extracted,Eurofins Philadelphia,True,HQ Lab @ Eurofins Philadelphia
ENT-000523,1,env_labs_standardized.csv,Eurofins Phoenix,,TNI00231,,Phoenix,Arizona,,,env_labs,https://www.emlab.com/app/main/Welcome,"Dr. Harriet Burge, Director of Aerobiology and Chair of Eurofins Built Environment Testing's Scientific Advisory Board",[email protected],,,,,,explicit_gmp,True,found_via_search,found_via_fallback_search,extracted,extracted,found_via_fallback_search,extracted,Eurofins,False,Phoenix Lab @ Eurofins
ENT-000524,1,env_labs_standardized.csv,Eurofins Pittsburgh,,TNI02151,"301 Alpha Drive, RIDC Park",Pittsburgh,Pennsylvania,,,env_labs,https://www.eurofinsus.com/env,Stephen Gordon,StephenGordon@EurofinsUS.com,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,extracted,extracted,Eurofins,False,Pittsburgh Lab @ Eurofins
ENT-000525,1,env_labs_standardized.csv,Eurofins Port St. Lucie,,TNI00447,,Port St. Lucie,Florida,,,env_labs,https://www.eurofinsus.com/env,,Env.Marketing@EurofinsET.com,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=3,total_text_chars=230569)",found_via_fallback_search,extracted,extracted,Eurofins,False,Port St. Lucie Lab @ Eurofins
ENT-000526,1,env_labs_standardized.csv,EUROFINS PORTSMOUTH (#1732),,TNI01061,124 Heritage Ave,PORTSMOUTH,New Hampshire,,,env_labs,https://www.eurofins.com/,,,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=275690)","checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=275690)",extracted,extracted,EUROFINS PORTSMOUTH 1732,True,HQ Lab @ EUROFINS PORTSMOUTH 1732
ENT-000527,1,env_labs_standardized.csv,EUROFINS PROVIDENCE (ESS) (#2424),,TNI01041,,CRANSTON,Rhode Island,,,env_labs,https://www.esslaboratory.com/,Laurel Stoddard,,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=3,total_text_chars=230569)",extracted,extracted,EUROFINS PROVIDENCE ESS 2424,True,HQ Lab @ EUROFINS PROVIDENCE ESS 2424
ENT-000528,1,env_labs_standardized.csv,Eurofins Raleigh,,TNI00398,,Cary,North Carolina,,,env_labs,https://www.eurofinsus.com/CEI,,,,,,,,explicit_gmp,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Eurofins Raleigh,True,HQ Lab @ Eurofins Raleigh
ENT-000529,1,env_labs_standardized.csv,EUROFINS RHODE ISLAND (#2245),,TNI00575,,NORTH KINGSTON,Rhode Island,,,env_labs,https://www.eurofinsus.com/env,,,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=3,total_text_chars=230569)","checked_pages_not_found (pages_checked=8,fetched_ok=3,total_text_chars=230569)",extracted,extracted,EUROFINS RHODE ISLAND 2245,True,HQ Lab @ EUROFINS RHODE ISLAND 2245
ENT-000530,1,env_labs_standardized.csv,Eurofins Sacramento,,TNI01230,880 Riverside Parkway,West Sacramento,California,,,env_labs,https://www.eurofinsus.com/,Ian Manis,Ian.Manis@et.eurofinsus.com,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=3,total_text_chars=229864)",Eurofins Sacramento,True,HQ Lab @ Eurofins Sacramento
ENT-000531,1,env_labs_standardized.csv,Eurofins Savannah,,TNI00593,,Savannah,Georgia,,,env_labs,https://www.testamericainc.com/,,,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=271474)","checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=271474)",extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=271474)",Eurofins,False,Savannah Lab @ Eurofins
ENT-000532,1,env_labs_standardized.csv,EUROFINS SCITEC SA,,TNI01664,Avenue de Provence 18,1007 LAUSANNE,Not Applicable,,,env_labs,https://scitecsa.com/,,labo@etdach.eurofins.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,"checked_pages_not_found (pages_checked=3,fetched_ok=3,total_text_chars=6211)",extracted,extracted,extracted,EUROFINS SCITEC SA,True,HQ Lab @ EUROFINS SCITEC SA
ENT-000533,1,env_labs_standardized.csv,Eurofins Seattle,,TNI00452,5755 8th St E,Tacoma,Washington,,,env_labs,https://www.eurofins.com/en-us/environment-testing/locations/eurofins-seattle/,Dylan Cummins,Dylan.Cummins@et.eurofinsus.com,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,extracted,extracted,Eurofins Seattle,True,HQ Lab @ Eurofins Seattle
ENT-000534,1,env_labs_standardized.csv,Eurofins South Bend,,TNI00617,,South Bend,Indiana,,,env_labs,https://www.eurofinsus.com/,,,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=3,total_text_chars=229864)","checked_pages_not_found (pages_checked=8,fetched_ok=3,total_text_chars=229864)",extracted,extracted,Eurofins,False,South Bend Lab @ Eurofins
ENT-000535,1,env_labs_standardized.csv,Eurofins Spokane,,TNI02475,"504 E. Sprague Ave., Ste. D",Spokane,Washington,,,env_labs,https://www.eurofins.com/en-us/environment-testing/,Randee Arrington,Randee.Arrington@et.eurofinsus.com,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,extracted,extracted,Eurofins,False,Spokane Lab @ Eurofins
ENT-000536,1,env_labs_standardized.csv,Eurofins St. Louis,,TNI00602,13715 Rider Trail North,Earth City,Missouri,,,env_labs,https://www.eurofinsus.com/env,George Witt,George.Witt@eurofinset.com,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,extracted,extracted,Eurofins St Louis,True,HQ Lab @ Eurofins St Louis
ENT-000537,1,env_labs_standardized.csv,Eurofins Tampa,,TNI00594,"6712 Benjamin Road, Suite 100",Tampa,Florida,,,env_labs,https://www.eurofinsus.com/,,,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=3,total_text_chars=229864)","checked_pages_not_found (pages_checked=8,fetched_ok=3,total_text_chars=229864)",extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=3,total_text_chars=229864)",Eurofins,False,Tampa Lab @ Eurofins
ENT-000538,1,env_labs_standardized.csv,Eurofins TestAmerica - Houston,,TNI00034,,Houston,Texas,,,env_labs,https://www.eurofinsus.com/Env,,EnvTesting@EurofinsUS.com,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=3,total_text_chars=230569)",found_via_fallback_search,extracted,extracted,Eurofins TestAmerica,True,HQ Lab @ Eurofins TestAmerica
ENT-000539,1,env_labs_standardized.csv,Eurofins TestAmerica Seattle,,TNI00235,,Tacoma,Washington,,,env_labs,https://www.eurofins.com/en-us/environment-testing/locations/eurofins-seattle/,,Dylan.Cummins@et.eurofinsus.com,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=278221)",found_via_fallback_search,extracted,extracted,Eurofins TestAmerica Seattle,True,HQ Lab @ Eurofins TestAmerica Seattle
ENT-000540,1,env_labs_standardized.csv,Eurofins Washington,,TNI00385,1620 S Walnut Street,Burlington,Washington,,,env_labs,https://www.eurofinsus.com/,,Melissa.Swanson@et.eurofinsus.com,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,"checked_pages_not_found (pages_checked=8,fetched_ok=3,total_text_chars=229864)",found_via_fallback_search,extracted,extracted,Eurofins Washington,True,HQ Lab @ Eurofins Washington
ENT-000541,1,env_labs_standardized.csv,Eurofins Wilsonville,,TNI02170,,Wilsonville,Oregon,,,env_labs,,,,,,,,,,,search_found_nothing,found_via_fallback_search,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,Eurofins,False,Wilsonville Lab @ Eurofins
ENT-000542,1,env_labs_standardized.csv,EVANS CHEMETICS ANALYTICAL LAB,,TNI01466,,WATERLOO,New York,,,env_labs,,,,,,,,,,,search_found_nothing,found_via_fallback_search,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,EVANS CHEMETICS ANALYTICAL LAB,True,HQ Lab @ EVANS CHEMETICS ANALYTICAL LAB
ENT-000543,1,env_labs_standardized.csv,"Everglades Laboratories, Inc.",,TNI00410,"2253 Vista Parkway, Suite 11",West Palm Beach,Florida,,,env_labs,https://www.evergladeslabs.com/,,info@evergladeslabs.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,"checked_pages_not_found (pages_checked=4,fetched_ok=4,total_text_chars=3246)",extracted,extracted,extracted,Everglades Laboratories,True,HQ Lab @ Everglades Laboratories
ENT-000544,1,env_labs_standardized.csv,Everglades Research and Education Center,,TNI00411,3200 East Canal St South,Belle Glade,Florida,,,env_labs,https://erec.ifas.ufl.edu/,,mmburrus@ufl.edu,,,,,,no_explicit_gmp,False,found_via_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=27412)",found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=27412)",Everglades Research and Education Center,True,HQ Lab @ Everglades Research and Education Center
ENT-000545,1,env_labs_standardized.csv,EWEB Water Quality Laboratory,,TNI00215,4200 Roosevelt Boulevard,Springfield,Oregon,,,env_labs,https://www.eweb.org/,,eweb.answers@eweb.org,,,,,,no_explicit_gmp,False,found_via_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=41190)",extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=41190)",EWEB Water Quality Laboratory,True,HQ Lab @ EWEB Water Quality Laboratory
ENT-000546,1,env_labs_standardized.csv,FALLSBURG (T) ENV LAB,,TNI01568,PO Box 2019,SO FALLSBURG,New York,,,env_labs,,,,,,,,,,,search_found_nothing,found_via_fallback_search,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,FALLSBURG T ENV LAB,True,HQ Lab @ FALLSBURG T ENV LAB
ENT-000547,1,env_labs_standardized.csv,FDOH Environmental Laboratory West Palm Beach,,TNI02728,"800 Clematis Street, Room 1155",West Palm Beach,Florida,,,env_labs,https://palmbeach.floridahealth.gov/programs-and-services/environmental-health/water-lab/,,EPHLaboratory@flhealth.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",FDOH Environmental Laboratory,True,HQ Lab @ FDOH Environmental Laboratory
ENT-000548,1,env_labs_standardized.csv,Fibertec Environmental Services,,TNI02260,1914 Holloway Dr,Holt,Michigan,,,env_labs,http://www.fibertec.us,Daryl P. Strandbergh,lab@fibertec.us,,,,,,,,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Fibertec Environmental Services,True,HQ Lab @ Fibertec Environmental Services
ENT-000549,1,env_labs_standardized.csv,Fillmore SWCD Water Quality Laboratory,,TNI01145,,Preston,Minnesota,,,env_labs,https://www.fillmoreswcd.org/,Nikki Wheeler,nikki.wheeler@fillmoreswcd.org,,,,,,no_explicit_gmp,False,found_via_search,extracted,extracted,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=45249)",Fillmore SWCD Water Quality Laboratory,True,HQ Lab @ Fillmore SWCD Water Quality Laboratory
ENT-000550,1,env_labs_standardized.csv,FINGER LAKES INSTITUTE,,TNI02814,,GENEVA,New York,,,env_labs,https://www.hws.edu/centers/finger-lakes-institute/,Lisa Cleckner,bhalfman@hws.edu,,,,,,no_explicit_gmp,False,found_via_search,found_via_fallback_search,found_via_fallback_search,extracted,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=7,total_text_chars=62705)",FINGER LAKES INSTITUTE,True,HQ Lab @ FINGER LAKES INSTITUTE
ENT-000551,1,env_labs_standardized.csv,FINGER LAKES LPG STORAGE LLC,,TNI01737,7535 Eagle Valley Rd,SAVONA,New York,,,env_labs,,,,,,,,,,,search_found_nothing,found_via_fallback_search,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,FINGER LAKES LPG STORAGE,True,HQ Lab @ FINGER LAKES LPG STORAGE
ENT-000552,1,env_labs_standardized.csv,"First Environmental Laboratories, Inc.",,TNI02031,"1600 Shore Road, Suite D",Naperville,Illinois,,,env_labs,https://www.firstenvlims.com/,Neal Cleghorn,firstinfo@firstenv.com,,,,,,no_explicit_gmp,True,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,extracted,extracted,First Environmental Laboratories,True,HQ Lab @ First Environmental Laboratories
ENT-000553,1,env_labs_standardized.csv,FL Department of Health -  Miami Branch Laboratory,,TNI00416,"1325 N.W. 14th Ave., Building 7",Miami,Florida,,,env_labs,https://www.floridahealth.gov/community-environmental-public-health/public-health-laboratories/locations/,,MiamiVirology@flhealth.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",FL Department of Health Miami Branch Laboratory,True,HQ Lab @ FL Department of Health Miami Branch Laboratory
ENT-000554,1,env_labs_standardized.csv,FL Dept. of Health - Alachua County Health Department,,TNI00420,,Gainesville,Florida,,,env_labs,https://alachua.floridahealth.gov/,,AlachuaEH@FLHealth.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",FL Dept of Health Alachua County Health Department,True,HQ Lab @ FL Dept of Health Alachua County Health Department
ENT-000555,1,env_labs_standardized.csv,FL Dept. of Health - Columbia County Health Department,,TNI00421,,Lake City,Florida,,,env_labs,https://columbia.floridahealth.gov/,"Diana C. Duque, MPH",WebInfoColumbia@FLHealth.gov,,,,,,,,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",FL Dept of Health Columbia County Health Department,True,HQ Lab @ FL Dept of Health Columbia County Health Department
ENT-000556,1,env_labs_standardized.csv,FL Dept. of Health - Hendry County Environmental Laboratory,,TNI00422,,LaBelle,Florida,,,env_labs,https://hendry.floridahealth.gov/,,HendryEH@FLHealth.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",FL Dept of Health Hendry County Environmental Laboratory,True,HQ Lab @ FL Dept of Health Hendry County Environmental Laboratory
ENT-000557,1,env_labs_standardized.csv,FL Dept. of Health - Indian River County Health Department,,TNI00424,,Vero Beach,Florida,,,env_labs,https://indianriver.floridahealth.gov/,,sgwebinfoindianriver@FLHealth.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",FL Dept of Health Indian River County Health Department,True,HQ Lab @ FL Dept of Health Indian River County Health Department
ENT-000558,1,env_labs_standardized.csv,FL Dept. of Health - Lee County Health Department,,TNI00425,,Ft. Myers,Florida,,,env_labs,https://lee.floridahealth.gov/,,LeeEH@FLhealth.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",FL Dept of Health Lee County Health Department,True,HQ Lab @ FL Dept of Health Lee County Health Department
ENT-000559,1,env_labs_standardized.csv,FL Dept. of Health - Walton County Health Department,,TNI00430,,DeFuniak Springs,Florida,,,env_labs,https://walton.floridahealth.gov/,,WCHDWebFeedback@FLHealth.gov,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",FL Dept of Health Walton County Health Department,True,HQ Lab @ FL Dept of Health Walton County Health Department
ENT-000560,1,env_labs_standardized.csv,FL DOH/BUREAU OF LAB/ENVIRONMENTAL MICRO SECTION,,TNI01787,,JACKSONVILLE,Florida,,,env_labs,https://www.floridahealth.gov/community-environmental-public-health/public-health-laboratories/,"Susanne Crowe, DrPH, MHA, HCLD (ABB)",Susanne.Crowe@FLHealth.gov,,,,,,,,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",FL DOHBUREAU OF LABENVIRONMENTAL MICRO SECTION,True,HQ Lab @ FL DOHBUREAU OF LABENVIRONMENTAL MICRO SECTION
ENT-000561,1,env_labs_standardized.csv,FLDOH BUREAU OF PUBLIC HEALTH LABORATORIES,,TNI01770,,JACKSONVILLE,Florida,,,env_labs,https://www.floridahealth.gov/community-environmental-public-health/public-health-laboratories/,"Susanne Crowe, DrPH, MHA, HCLD (ABB)",BPHL00QualityAssurance@FLHealth.gov,,,,,,,,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",FLDOH BUREAU OF PUBLIC HEALTH LABORATORIES,True,HQ Lab @ FLDOH BUREAU OF PUBLIC HEALTH LABORATORIES
ENT-000562,1,env_labs_standardized.csv,Florida DEP Laboratory,,TNI00414,,Tallahassee,Florida,,,env_labs,https://floridadep.gov/dear/florida-dep-laboratory,,,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Florida DEP Laboratory,True,HQ Lab @ Florida DEP Laboratory
ENT-000563,1,env_labs_standardized.csv,Florida Keys Aqueduct Authority - Florida City Treatment Plant,,TNI00434,1100 Kennedy Drive,Florida City,Florida,,,env_labs,https://www.fkaa.com/,,,,,,,,no_explicit_gmp,False,found_via_search,extracted,"checked_pages_not_found (pages_checked=7,fetched_ok=7,total_text_chars=19083)","checked_pages_not_found (pages_checked=7,fetched_ok=7,total_text_chars=19083)",extracted,"checked_pages_not_found (pages_checked=7,fetched_ok=7,total_text_chars=19083)",Florida Keys Aqueduct Authority Florida City Treatment Plant,True,HQ Lab @ Florida Keys Aqueduct Authority Florida City Treatment Plant
ENT-000564,1,env_labs_standardized.csv,Florida Power & Light Central Laboratory,,TNI00436,,West Palm Beach,Florida,,,env_labs,,,,,,,,,,,search_found_nothing,found_via_fallback_search,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,Florida Power Light Central Laboratory,True,HQ Lab @ Florida Power Light Central Laboratory
ENT-000565,1,env_labs_standardized.csv,"Florida Radiochemistry Services, Inc.",,TNI00437,,Orlando,Florida,,,env_labs,,,,,,,,,,,search_found_nothing,found_via_fallback_search,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,no_website_cannot_check_pages,Florida Radiochemistry Services,True,HQ Lab @ Florida Radiochemistry Services
ENT-000566,1,env_labs_standardized.csv,Florida Spectrum Environmental Services Inc. - Space Coast Laboratory,,TNI00449,3390 N. Courtenay Pkwy,Merrit Island,Florida,,,env_labs,https://www.flenviro.com/,President Lyle Johnson,info@flenviro.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Florida Spectrum Environmental Services,False,Merrit Island Lab @ Florida Spectrum Environmental Services
ENT-000567,1,env_labs_standardized.csv,"Florida-Spectrum Environmental Services, Inc.",,TNI00442,1460 West McNab Road,Ft. Lauderdale,Florida,,,env_labs,https://flenviro.com/,President Lyle Johnson,info@flenviro.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Florida Spectrum Environmental Services,False,Ft. Lauderdale Lab @ Florida Spectrum Environmental Services
ENT-000568,1,env_labs_standardized.csv,"Florida-Spectrum Environmental Services, Inc. - Savannah",,TNI00448,108 Airport Park Drive,Garden City,Georgia,,,env_labs,https://www.flenviro.com/,President Lyle Johnson,info@flenviro.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Florida Spectrum Environmental Services,False,Garden City Lab @ Florida Spectrum Environmental Services
ENT-000569,1,env_labs_standardized.csv,Florida-Spectrum Environmental Services-Big Lake Laboratory,,TNI00443,610 Parrot Ave,Okeechobee,Florida,,,env_labs,https://www.flenviro.com/,President Lyle Johnson,info@flenviro.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Florida Spectrum Environmental Services Big Lake Laboratory,True,HQ Lab @ Florida Spectrum Environmental Services Big Lake Laboratory
ENT-000570,1,env_labs_standardized.csv,Food Safety Net Services,,TNI02720,,Dodge City,Kansas,,,env_labs,https://fsns.com/,Sue Ann Seitz,sueann@fsns.com,,,,,,,,found_via_search,found_via_fallback_search,found_via_fallback_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Food Safety Net Services,True,HQ Lab @ Food Safety Net Services
ENT-000571,1,env_labs_standardized.csv,Fort Pierce Utilities Authority Water Treatment Plant,,TNI00450,715 South 25th Street,Ft. Pierce,Florida,,,env_labs,https://fpua.com/,,cs@fpua.com,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Fort Pierce Utilities Authority Water Treatment Plant,True,HQ Lab @ Fort Pierce Utilities Authority Water Treatment Plant
ENT-000572,1,env_labs_standardized.csv,Fort Worth Water Department Centralized Water & Wastewater Laboratory,,TNI00013,,Fort Worth,Texas,,,env_labs,https://www.fortworthtexas.gov/departments/water/laboratory,,,,,,,,,,found_via_search,found_via_fallback_search,"no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)","no_pages_fetched_ok (pages_checked=1,fetched_ok=0,total_text_chars=0)",Fort Worth Water Department Centralized Water Wastewater Laboratory,True,HQ Lab @ Fort Worth Water Department Centralized Water Wastewater Laboratory
ENT-000573,1,env_labs_standardized.csv,Four Rivers Sanitation Authority,,TNI02046,Graceffa Administration Building 3501 Kishwaukee Street,Rockford,Illinois,,,env_labs,https://fourrivers.illinois.gov/,Ed Fitzgerald,efitzgerald@fourrivers.illinois.gov,,,,,,no_explicit_gmp,False,found_via_search,extracted,found_via_fallback_search,found_via_fallback_search,extracted,"checked_pages_not_found (pages_checked=8,fetched_ok=8,total_text_chars=47782)",Four Rivers Sanitation Authority,True,HQ Lab @ Four Rivers Sanitation Authority
ENT-000574,1,env_labs_standardized.csv,"Friedman & Bruya, Inc",,TNI00216,5500 4th Ave S,Seattle,Washington,,,env_labs,https://friedmanandbruya.com/,"Eric Young, B.S.",office@friedmanandbruya.com,,,,,,no_explicit_gmp,True,found_via_search,extracted,extracted,extracted,extracted,extracted,Friedman Bruya,True,HQ Lab @ Friedman Bruya
