lab_id,company_name,lab_name,street_address,city,state,zip_code,is_hq,company_url,contact_name,contact_email,latitude,longitude,lab_type,data_source,phone_number,clia_number,specialty,date_collected
CLIA_CA_01039,Synergy Hematology Oncology,Synergy Hematology Oncology,"5363 Balboa Blvd, Ste 345",Encino,CA,91316,,,,,,,clinical,CMS_CLIA,(323) 525-1111,05D1010428,Routine Chemistry,20250620
CLIA_CA_01040,"Julie G Duquette, Md, A Medical Corporation","Julie G Duquette, Md, A Medical Corporation",2043 Westcliff Dr Ste 302,Newport Beach,CA,92660,,,,,,,clinical,CMS_CLIA,(949) 515-3462,05D1010850,Routine Chemistry,20260324
CLIA_CA_01041,San Diego Dermatology And,San Diego Dermatology And,"320 Santa Fe Dr, Ste 303",Encinitas,CA,92024,,,,,,,clinical,CMS_CLIA,(760) 944-8080,05D1010935,Routine Chemistry,20240809
CLIA_CA_01042,Lan Su Dmd Phd,Lan Su Dmd Phd,"31332 Via Colinas, Ste 109",Westlake Village,CA,91362,,,,,,,clinical,CMS_CLIA,(818) 865-1039,05D1010973,Routine Chemistry,20230125
CLIA_CA_01043,Charles R Sexton Md,Charles R Sexton Md,"15825 Laguna Canyon Rd, Ste 203",Irvine,CA,92618,,,,,,,clinical,CMS_CLIA,(949) 679-6900,05D1011111,Routine Chemistry,20251006
CLIA_CA_01044,Sterling Pathology National Laboratories,Sterling Pathology National Laboratories,3030 Old Ranch Pkwy Ste 430,Seal Beach,CA,90740,,,,,,,clinical,CMS_CLIA,(562) 799-8900,05D1012129,Routine Chemistry,20140328
CLIA_CA_01045,Scpmg Rancho San Diego Medical Offices,Scpmg Rancho San Diego Medical Offices,3875 Avocado Blvd,La Mesa,CA,91941,,,,,,,clinical,CMS_CLIA,(619) 528-6017,05D1012351,Routine Chemistry,20111025
CLIA_CA_01046,"Anthony Martin Mills, Md Laboratory","Anthony Martin Mills, Md Laboratory",9201 Sunset Blvd Ste M135,West Hollywood,CA,90069,,,,,,,clinical,CMS_CLIA,(310) 550-1010,05D1012674,Routine Chemistry,20051215
CLIA_CA_01047,Skin Physicians & Surgeons Medical Group Inc,Skin Physicians & Surgeons Medical Group Inc,"859 E Foothill, Blvd Ste B",Upland,CA,91786,,,,,,,clinical,CMS_CLIA,(909) 981-8929,05D1012717,Routine Chemistry,20240402
CLIA_CA_01048,Golden State Dermatology Associates Inc,Golden State Dermatology Associates Inc,"192 Blue Ravine Rd, Ste 100",Folsom,CA,95630,,,,,,,clinical,CMS_CLIA,(916) 983-3373,05D1012720,Routine Chemistry,20250313
CLIA_CA_01049,Dermatologist Medical Group,Dermatologist Medical Group,"11943 El Camino Real, Ste 220",San Diego,CA,92130,,,,,,,clinical,CMS_CLIA,(760) 758-5340,05D1013047,Routine Chemistry,20250513
CLIA_CA_01050,Dermatologist Medical Group Of North County Inc,Dermatologist Medical Group Of North County Inc,"1200 Garden View Rd, Ste 108",Encinitas,CA,92024,,,,,,,clinical,CMS_CLIA,(760) 758-5340,05D1013059,Routine Chemistry,20240723
CLIA_CA_01051,"Skin Center, The","Skin Center, The",26081 Merit Cir Ste 109,Laguna Hills,CA,92653,,,,,,,clinical,CMS_CLIA,(949) 582-7699,05D1013431,Routine Chemistry,20221129
CLIA_CA_01052,Fertility Specialists Medical Group,Fertility Specialists Medical Group,"8010 Frost St, Ste P",San Diego,CA,92123,,,,,,,clinical,CMS_CLIA,(858) 505-5500,05D1013579,Routine Chemistry,20250806
CLIA_CA_01053,Boris Zaks Md,Boris Zaks Md,"435 N Roxbury Dr, Ste 408",Beverly Hills,CA,90210,,,,,,,clinical,CMS_CLIA,(310) 552-3376,05D1013653,Routine Chemistry,20250204
CLIA_CA_01054,Osato Medical Laboratory,Osato Medical Laboratory,"3440 Lomita Blvd, Ste 320",Torrance,CA,90505,,,,,,,clinical,CMS_CLIA,(310) 534-8200,05D1014331,Routine Chemistry,20230913
CLIA_CA_01055,Contour Dermatology And Cosmetic Surgery,Contour Dermatology And Cosmetic Surgery,"42600 Mirage Rd, Bldg A",Rancho Mirage,CA,92270,,,,,,,clinical,CMS_CLIA,(760) 423-4043,05D1014556,Routine Chemistry,20241219
CLIA_CA_01056,Huntington Reproductive Center,Huntington Reproductive Center,1220 La Venta Dr Ste 103,Westlake Village,CA,91361,,,,,,,clinical,CMS_CLIA,(805) 374-1737,05D1014810,Routine Chemistry,20230623
CLIA_CA_01057,Zachary A Cooper Md Dermatology,Zachary A Cooper Md Dermatology,19933 Greenley Rd Ste C,Sonora,CA,95370,,,,,,,clinical,CMS_CLIA,(209) 536-0505,05D1014877,Routine Chemistry,20230419
CLIA_CA_01058,University Surgery Center,University Surgery Center,"1390 E Yosemite Ave, Ste B",Merced,CA,95340,,,,,,,clinical,CMS_CLIA,(209) 580-3409,05D1014882,Routine Chemistry,20250709
CLIA_CA_01059,Stockton Hematology Oncology Medical Group,Stockton Hematology Oncology Medical Group,"2316 Orchard Parkway, Ste 110",Tracy,CA,95377,,,,,,,clinical,CMS_CLIA,(209) 839-9115,05D1015025,Routine Chemistry,20241023
CLIA_CA_01060,Dialysis Access Center Inc,Dialysis Access Center Inc,3012 Summit St     D Wing,Oakland,CA,94609,,,,,,,clinical,CMS_CLIA,(510) 251-1002,05D1015115,Routine Chemistry,20151201
CLIA_CA_01061,Los Angeles Hematology Oncology Medical Group,Los Angeles Hematology Oncology Medical Group,"11180 Warner Ave, Ste 351",Fountain Valley,CA,92708,,,,,,,clinical,CMS_CLIA,(714) 698-0300,05D1015130,Routine Chemistry,20220715
CLIA_CA_01062,Compassionate Cancer Care Medical Group Inc,Compassionate Cancer Care Medical Group Inc,11180 Warner Ave Ste 351,Fountain Valley,CA,92708,,,,,,,clinical,CMS_CLIA,(714) 698-0300,05D1015131,Routine Chemistry,20210917
CLIA_CA_01063,Steven E Hodgkin Md,Steven E Hodgkin Md,415 Orange St,Redlands,CA,92374,,,,,,,clinical,CMS_CLIA,(760) 245-6465,05D1015242,Routine Chemistry,20250828
CLIA_CA_01064,Golden State Dermatology Associates Inc,Golden State Dermatology Associates Inc,3959 Laurel Canyon Blvd Ste F,Studio City,CA,91604,,,,,,,clinical,CMS_CLIA,(818) 505-9300,05D1015246,Routine Chemistry,20231116
CLIA_CA_01065,James A Danielzadeh Md,James A Danielzadeh Md,18370 Burbank Blvd Ste 209,Tarzana,CA,91356,,,,,,,clinical,CMS_CLIA,(818) 881-5661,05D1015859,Routine Chemistry,20150427
CLIA_CA_01066,Cpp 435Skin Pc,Cpp 435Skin Pc,1125 E Spruce Ave Ste 207,Fresno,CA,93720,,,,,,,clinical,CMS_CLIA,(559) 435-7546,05D1016002,Routine Chemistry,20221006
CLIA_CA_01067,Premier Dermatology A Medical Group,Premier Dermatology A Medical Group,378 El Camino Real,San Carlos,CA,94070,,,,,,,clinical,CMS_CLIA,(650) 551-9700,05D1017390,Routine Chemistry,20230417
CLIA_CA_01068,"Digestive Disease Associates, Inc","Digestive Disease Associates, Inc","292 Euclid Ave, Ste 115",San Diego,CA,92114,,,,,,,clinical,CMS_CLIA,(619) 266-3332,05D1018160,Routine Chemistry,20240709
CLIA_CA_01069,Karl Bassler Md,Karl Bassler Md,23961 Calle De La Magdalena Ste 520,Laguna Hills,CA,92653,,,,,,,clinical,CMS_CLIA,(949) 855-3376,05D1018182,Routine Chemistry,20250423
CLIA_CA_01070,Genomic Health Inc,Genomic Health Inc,301 Penobscot Dr,Redwood City,CA,94063,,,,,,,clinical,CMS_CLIA,(650) 556-9300,05D1018272,Routine Chemistry,20040422
CLIA_CA_01071,Machaon Diagnostics Inc,Machaon Diagnostics Inc,2023 Eighth St,Berkeley,CA,94710,,,,,,,clinical,CMS_CLIA,(510) 839-5600,05D1019489,Routine Chemistry,20040512
CLIA_CA_01072,Beaver Medical Group Lp,Beaver Medical Group Lp,2 W Fern Ave,Redlands,CA,92373,,,,,,,clinical,CMS_CLIA,(562) 988-7027,05D1019978,Routine Chemistry,20221206
CLIA_CA_01073,Assisted Reproductive Technologies Medical Grp Inc,Assisted Reproductive Technologies Medical Grp Inc,5353 Balboa Blvd Ste 301,Encino,CA,91316,,,,,,,clinical,CMS_CLIA,(818) 986-1070,05D1020999,Routine Chemistry,20140826
CLIA_CA_01074,South Coast Dermatology Institute,South Coast Dermatology Institute,"2552 Walnut Ave, Ste 120",Tustin,CA,92780,,,,,,,clinical,CMS_CLIA,(714) 508-0754,05D1021002,Routine Chemistry,20250701
CLIA_CA_01075,James T Wang Md,James T Wang Md,"29833  Santa Margarita Pkwy, Ste 100",Rancho Santa Margarita,CA,92688,,,,,,,clinical,CMS_CLIA,(714) 841-8818,05D1021032,Routine Chemistry,20241021
CLIA_CA_01076,Advanced Institute For Obstetrics And,Advanced Institute For Obstetrics And,18411 Clark St Ste 103,Tarzana,CA,91356,,,,,,,clinical,CMS_CLIA,(818) 559-3600,05D1021332,Routine Chemistry,20061107
CLIA_CA_01077,Newport Coast Dermatology C/O Grace,Newport Coast Dermatology C/O Grace,3991 Macarthur Blvd Ste 228,Newport Beach,CA,92660,,,,,,,clinical,CMS_CLIA,(949) 863-0988,05D1021513,Routine Chemistry,20230414
CLIA_CA_01078,Csi Medical Group Pc,Csi Medical Group Pc,425 Haaland Dr Ste 204,Thousand Oaks,CA,91361,,,,,,,clinical,CMS_CLIA,(805) 497-8080,05D1021936,Routine Chemistry,20251210
CLIA_CA_01079,Folsom Family And Sports,Folsom Family And Sports,"2545 E Bidwell St,  Ste 110",Folsom,CA,95630,,,,,,,clinical,CMS_CLIA,(916) 941-7362,05D1022044,Routine Chemistry,20040728
CLIA_CA_01080,Topa Diagnostics,Topa Diagnostics,351 East Rolling Oaks Dr Ste 100,Thousand Oaks,CA,91361,,,,,,,clinical,CMS_CLIA,(805) 373-8582,05D1022855,Routine Chemistry,20210922
CLIA_CA_01081,Foothill Dermatology Medical Center,Foothill Dermatology Medical Center,2301 E Foothill Blvd Ste 100,Glendora,CA,91740,,,,,,,clinical,CMS_CLIA,(626) 852-3376,05D1027742,Routine Chemistry,20251017
CLIA_CA_01082,"Chaparral Medical Group, Inc","Chaparral Medical Group, Inc","9190 Haven Ave, Ste 210",Rancho Cucamonga,CA,91730,,,,,,,clinical,CMS_CLIA,(909) 466-7779,05D1028079,Routine Chemistry,20160622
CLIA_CA_01083,Advanced Dermatology,Advanced Dermatology,"210 S Grand Ave, Ste 208",Glendora,CA,91741,,,,,,,clinical,CMS_CLIA,(626) 914-3675,05D1029386,Routine Chemistry,20251016
CLIA_CA_01084,Peninsula Pathologists,Peninsula Pathologists,383 E Grand Ave Ste A,South San Francisco,CA,94080,,,,,,,clinical,CMS_CLIA,(650) 616-2951,05D1029487,Routine Chemistry,20250416
CLIA_CA_01085,"Caredx, Inc","Caredx, Inc",3260 Bayshore Blvd,Brisbane,CA,94005,,,,,,,clinical,CMS_CLIA,(415) 287-2300,05D1029609,Routine Chemistry,20110111
CLIA_CA_01086,"J Robert West Md, Inc Dba Hodge Dermatology","J Robert West Md, Inc Dba Hodge Dermatology","1440 N Harbor Blvd, Ste 300",Fullerton,CA,92835,,,,,,,clinical,CMS_CLIA,(714) 526-7546,05D1029810,Routine Chemistry,20250917
CLIA_CA_01087,"Golden State Dermatology Associates, Inc","Golden State Dermatology Associates, Inc",5400 Balboa Blvd Ste 220,Encino,CA,91316,,,,,,,clinical,CMS_CLIA,(310) 274-5372,05D1029907,Routine Chemistry,20230412
CLIA_CA_01088,Hung V Ong Md Inc,Hung V Ong Md Inc,"495 Old Newport Blvd, Ste 200",Newport Beach,CA,92663,,,,,,,clinical,CMS_CLIA,(949) 646-7546,05D1030176,Routine Chemistry,20240516
CLIA_CA_01089,Md Solutions Medical Corporation,Md Solutions Medical Corporation,"15477 Ventura Blvd, Ste 100",Sherman Oaks,CA,91403,,,,,,,clinical,CMS_CLIA,(818) 906-6900,05D1030501,Routine Chemistry,20250211
CLIA_CA_01090,Dusk To Dawn Urgent Care,Dusk To Dawn Urgent Care,15745 Paramount Blvd,Paramount,CA,90723,,,,,,,clinical,CMS_CLIA,(562) 808-2273,05D1031034,Routine Chemistry,20050906
CLIA_CA_01091,Joel A Sach Md Inc,Joel A Sach Md Inc,18425 Burbank Blvd Ste 500,Tarzana,CA,91356,,,,,,,clinical,CMS_CLIA,(310) 989-7833,05D1031402,Routine Chemistry,20230420
CLIA_CA_01092,Palos Verdes Dermatology Associates,Palos Verdes Dermatology Associates,"550 Deep Valley Dr, Ste 283",Rolling Hills Estates,CA,90274,,,,,,,clinical,CMS_CLIA,(310) 541-7800,05D1031579,Routine Chemistry,20240801
CLIA_CA_01093,"Golden State Dermatology Associates, Inc Fair Oaks","Golden State Dermatology Associates, Inc Fair Oaks",2625 Fair Oaks Blvd Ste 1,Sacramento,CA,95864,,,,,,,clinical,CMS_CLIA,(916) 646-3376,05D1031587,Routine Chemistry,20230728
CLIA_CA_01094,Advanced Dermatology Care Of S C,Advanced Dermatology Care Of S C,"3851 Katella Ave, Ste 105",Los Alamitos,CA,90720,,,,,,,clinical,CMS_CLIA,(310) 738-6006,05D1032204,Routine Chemistry,20251104
CLIA_CA_01095,Quynh L Sebastian Md Inc,Quynh L Sebastian Md Inc,1260 15th St Ste 709,Santa Monica,CA,90404,,,,,,,clinical,CMS_CLIA,(310) 917-4433,05D1032217,Routine Chemistry,20250220
CLIA_CA_01096,Kd Medical Group Inc,Kd Medical Group Inc,400 W I St,Los Banos,CA,93635,,,,,,,clinical,CMS_CLIA,(209) 826-9999,05D1032613,Routine Chemistry,20240710
CLIA_CA_01097,"Lynn Eye Surgery, Llc","Lynn Eye Surgery, Llc",2230 Lynn Road #106,Thousand Oaks,CA,91360,,,,,,,clinical,CMS_CLIA,(949) 996-5795,05D1032654,Routine Chemistry,20051026
CLIA_CA_01098,"Lakeside Medical Organization, A Medical Grp Inc","Lakeside Medical Organization, A Medical Grp Inc","191 S Buena Vista St, Ste 150",Burbank,CA,91505,,,,,,,clinical,CMS_CLIA,(818) 295-5920,05D1032697,Routine Chemistry,20241205
CLIA_CA_01099,Victory Physicians,Victory Physicians,490 S Farrell Dr Ste C 104,Palm Springs,CA,92262,,,,,,,clinical,CMS_CLIA,(760) 327-8755,05D1034479,Routine Chemistry,20080926
CLIA_CA_01100,Kindred Hospital- Santa Ana,Kindred Hospital- Santa Ana,1901 N College Ave,Santa Ana,CA,92706,,,,,,,clinical,CMS_CLIA,(714) 564-7800,05D1034824,Routine Chemistry,20110726
CLIA_CA_01101,Kindred Hospital San Gabriel Valley,Kindred Hospital San Gabriel Valley,845 N Lark Ellen Ave,West Covina,CA,91791,,,,,,,clinical,CMS_CLIA,(626) 339-5451,05D1034825,Routine Chemistry,20110815
CLIA_CA_01102,Brigid Freyne Md Inc,Brigid Freyne Md Inc,"39755 Murrieta Hot Springs Rd, Ste F110",Murrieta,CA,92563,,,,,,,clinical,CMS_CLIA,(951) 696-4600,05D1034991,Routine Chemistry,20250826
CLIA_CA_01103,Sonoma Dermatology,Sonoma Dermatology,461 7th St W Ste 3,Sonoma,CA,95476,,,,,,,clinical,CMS_CLIA,(707) 938-1423,05D1036234,Routine Chemistry,20251017
CLIA_CA_01104,California Cancer Associates For,California Cancer Associates For,"838 Nordahl Rd, Ste 300",San Marcos,CA,92069,,,,,,,clinical,CMS_CLIA,(800) 456-5860,05D1036264,Routine Chemistry,20111206
CLIA_CA_01105,Dermatology Center At Ladera Inc,Dermatology Center At Ladera Inc,"600 Corporate Dr, Ste 240",Ladera Ranch,CA,92694,,,,,,,clinical,CMS_CLIA,(949) 364-8411,05D1036647,Routine Chemistry,20250218
CLIA_CA_01106,Modesto Gastroenterology Medical Corporation,Modesto Gastroenterology Medical Corporation,"2336 Sylvan Ave, Ste A",Modesto,CA,95355,,,,,,,clinical,CMS_CLIA,(209) 338-0292,05D1036786,Routine Chemistry,20260129
CLIA_CA_01107,"Kirshman Diagnostics, Inc","Kirshman Diagnostics, Inc",14 Posada,Irvine,CA,92614,,,,,,,clinical,CMS_CLIA,(949) 278-2630,05D1037151,Routine Chemistry,20250507
CLIA_CA_01108,"Pathcare Diagnostics, Inc","Pathcare Diagnostics, Inc","1810 Fullerton Ave, Ste 102",Corona,CA,92881,,,,,,,clinical,CMS_CLIA,(951) 808-8863,05D1037342,Routine Chemistry,20250612
CLIA_CA_01109,Brian R Toy Md,Brian R Toy Md,"26732 Crown Valley Pkwy, Ste 445",Mission Viejo,CA,92691,,,,,,,clinical,CMS_CLIA,(949) 364-6580,05D1037397,Routine Chemistry,20241205
CLIA_CA_01110,Dermatology Institute,Dermatology Institute,"2001 Santa Monica Blvd, Ste 1160W",Santa Monica,CA,90404,,,,,,,clinical,CMS_CLIA,(310) 829-4104,05D1038446,Routine Chemistry,20250227
CLIA_CA_01111,Lifeline Medical Laboratory Inc,Lifeline Medical Laboratory Inc,10509 Burbank Blvd,N Hollywood,CA,91601,,,,,,,clinical,CMS_CLIA,(818) 579-4220,05D1039663,Routine Chemistry,20251210
CLIA_CA_01112,South County Kidney & Endocrine Center,South County Kidney & Endocrine Center,"23141 Moulton Pkwy, Ste 102",Laguna Hills,CA,92653,,,,,,,clinical,CMS_CLIA,(949) 916-9100,05D1040918,Routine Chemistry,20250127
CLIA_CA_01113,D A M L,D A M L,4524 San Pedro Pl,Los Angeles,CA,90011,,,,,,,clinical,CMS_CLIA,(310) 849-3389,05D1042002,Routine Chemistry,20240416
CLIA_CA_01114,"Walter K Nahm, Md, Phd","Walter K Nahm, Md, Phd","7695 Cardinal Ct, Ste 200",San Diego,CA,92123,,,,,,,clinical,CMS_CLIA,(858) 278-8835,05D1042177,Routine Chemistry,20250807
CLIA_CA_01115,Coast Gastroenterology,Coast Gastroenterology,501 E Hardy St Ste 430,Inglewood,CA,90301,,,,,,,clinical,CMS_CLIA,(310) 671-7010,05D1042189,Routine Chemistry,20220301
CLIA_CA_01116,Keith Mark Gross Md Inc,Keith Mark Gross Md Inc,"1113 Alta Ave, Ste 200",Upland,CA,91786,,,,,,,clinical,CMS_CLIA,(909) 985-1948,05D1042330,Routine Chemistry,20240402
CLIA_CA_01117,Keith Mark Gross Md Inc,Keith Mark Gross Md Inc,655 Helen Runyon,Barstow,CA,92311,,,,,,,clinical,CMS_CLIA,(760) 255-3376,05D1042332,Routine Chemistry,20250724
CLIA_CA_01118,"Elissa Gropen Dermatology, Inc","Elissa Gropen Dermatology, Inc","3576 Arlington Ave, Ste 102",Riverside,CA,92506,,,,,,,clinical,CMS_CLIA,(951) 684-8397,05D1042496,Routine Chemistry,20190503
CLIA_CA_01119,"Robert S Dye, Md, Apc","Robert S Dye, Md, Apc",11633 San Vicente Blvd Ste 230,Los Angeles,CA,90049,,,,,,,clinical,CMS_CLIA,(310) 826-3376,05D1042497,Routine Chemistry,20230831
CLIA_CA_01120,"Khosrow Mehrany Md, Inc","Khosrow Mehrany Md, Inc","1729 Tully Rd, Ste 9",Modesto,CA,95350,,,,,,,clinical,CMS_CLIA,(209) 338-7758,05D1042643,Routine Chemistry,20241022
CLIA_CA_01121,Dermatology Associates,Dermatology Associates,1850 Redondo Ave Ste 108,Signal Hill,CA,90755,,,,,,,clinical,CMS_CLIA,(562) 498-2131,05D1043833,Routine Chemistry,20230919
CLIA_CA_01122,"East Side Pathology Associates Med Grp, Inc","East Side Pathology Associates Med Grp, Inc","1600 Potrero Grande Dr, Ste 1",Rosemead,CA,91770,,,,,,,clinical,CMS_CLIA,(626) 458-4750,05D1044051,Routine Chemistry,20250311
CLIA_CA_01123,Skin Clinic Md,Skin Clinic Md,3737 4th Ave,San Diego,CA,92103,,,,,,,clinical,CMS_CLIA,(619) 299-0700,05D1045035,Routine Chemistry,20240808
CLIA_CA_01124,Thousand Oaks Dermatology,Thousand Oaks Dermatology,415 E Rolling Oaks Dr Ste 110,Thousand Oaks,CA,91361,,,,,,,clinical,CMS_CLIA,(805) 557-1740,05D1045230,Routine Chemistry,20230213
CLIA_CA_01125,"Advanced Cosmetic Dermatology, Pc","Advanced Cosmetic Dermatology, Pc","3400 Calloway Dr, Ste 200",Bakersfield,CA,93312,,,,,,,clinical,CMS_CLIA,(661) 410-7546,05D1046193,Routine Chemistry,20250724
CLIA_CA_01126,"Advanced Dermatology Care Center, Inc","Advanced Dermatology Care Center, Inc","19582 Beach Blvd, Ste 217",Huntington Beach,CA,92648,,,,,,,clinical,CMS_CLIA,(949) 650-1244,05D1046446,Routine Chemistry,20241022
CLIA_CA_01127,James P Lin Md Inc,James P Lin Md Inc,16300 Sand Canyon Ave Ste 910,Irvine,CA,92618,,,,,,,clinical,CMS_CLIA,(949) 453-8600,05D1046893,Routine Chemistry,20250729
CLIA_CA_01128,Advanced Women'S Health Center,Advanced Women'S Health Center,8501 Brimhall Rd Ste 300,Bakersfield,CA,93312,,,,,,,clinical,CMS_CLIA,(661) 410-2942,05D1048450,Routine Chemistry,20200110
CLIA_CA_01129,Kindred Hospital Rancho,Kindred Hospital Rancho,10841 White Oak Ave,Rancho Cucamonga,CA,91730,,,,,,,clinical,CMS_CLIA,(909) 204-7171,05D1048567,Routine Chemistry,20070824
CLIA_CA_01130,"Robert Harford Md, A Medical Corporation","Robert Harford Md, A Medical Corporation","750 E Latham Ave, Ste 3",Hemet,CA,92543,,,,,,,clinical,CMS_CLIA,(951) 658-2271,05D1048680,Routine Chemistry,20250827
CLIA_CA_01131,Lifestart Fertility Center,Lifestart Fertility Center,"29525 Canwood St, Ste 210",Agoura Hills,CA,91301,,,,,,,clinical,CMS_CLIA,(818) 889-4532,05D1049668,Routine Chemistry,20250611
CLIA_CA_01132,Scpmg Ontario Medical Offices Bld A & D,Scpmg Ontario Medical Offices Bld A & D,"2295 S Vineyard Ave, 1st Flr",Ontario,CA,91761,,,,,,,clinical,CMS_CLIA,(909) 724-2970,05D1050221,Routine Chemistry,20100601
CLIA_CA_01133,Desert Oasis Healthcare - Indio,Desert Oasis Healthcare - Indio,"81-880 Dr Carreon Blvd, Ste C-108",Indio,CA,92201,,,,,,,clinical,CMS_CLIA,(760) 320-8814,05D1050975,Routine Chemistry,20241218
CLIA_CA_01134,"Thomas F Cook, Md,Inc","Thomas F Cook, Md,Inc",5435 W Hillsdale Ave,Visalia,CA,93291,,,,,,,clinical,CMS_CLIA,(559) 713-0117,05D1051818,Routine Chemistry,20240821
CLIA_CA_01135,Scpmg Garden Mob,Scpmg Garden Mob,9353 E Imperial Hwy,Downey,CA,90242,,,,,,,clinical,CMS_CLIA,(562) 657-7531,05D1053346,Routine Chemistry,20110404
CLIA_CA_01136,Unique Medi Tech Llc,Unique Medi Tech Llc,20523 Crescent Bay Dr,Lake Forest,CA,92630,,,,,,,clinical,CMS_CLIA,(562) 200-5054,05D1053414,Routine Chemistry,20240320
CLIA_CA_01137,"Linda Mak Md, Inc","Linda Mak Md, Inc","74-900 Highway 111, Ste 212",Indian Wells,CA,92210,,,,,,,clinical,CMS_CLIA,(760) 568-0209,05D1053478,Routine Chemistry,20240126
CLIA_CA_01138,Integrated Dermatology Of Roseville,Integrated Dermatology Of Roseville,1414 Blue Oaks Rd,Roseville,CA,95747,,,,,,,clinical,CMS_CLIA,(916) 784-7546,05D1053761,Routine Chemistry,20251106
CLIA_CA_01139,Compassionate Cancer Care,Compassionate Cancer Care,4500 Brockton Ave Ste 107,Riverside,CA,92501,,,,,,,clinical,CMS_CLIA,(951) 276-2760,05D1055084,Routine Chemistry,20240123
CLIA_CA_01140,Neuro-Pain Medical Center Inc,Neuro-Pain Medical Center Inc,736 E Bullard Ave Ste 101,Fresno,CA,93710,,,,,,,clinical,CMS_CLIA,(559) 437-9700,05D1055092,Routine Chemistry,20130318
CLIA_CA_01141,Healthcare Partners Affiliates,Healthcare Partners Affiliates,10441 Lakewood Blvd Ste A & B,Long Beach,CA,90815,,,,,,,clinical,CMS_CLIA,(562) 988-7027,05D1056070,Routine Chemistry,20220408
CLIA_CA_01142,Island Dermatology,Island Dermatology,"360 San Miguel Dr, Ste 501",Newport Beach,CA,92660,,,,,,,clinical,CMS_CLIA,(949) 720-1170,05D1056357,Routine Chemistry,20230914
CLIA_CA_01143,Csi Medical Group - Encinitas,Csi Medical Group - Encinitas,"285 North El Camino Real, Ste 117",Encinitas,CA,92024,,,,,,,clinical,CMS_CLIA,(760) 633-1000,05D1056829,Routine Chemistry,20260206
CLIA_CA_01144,Bay Area House Call Physicians,Bay Area House Call Physicians,4067 Transport St Ste B,Palo Alto,CA,94303,,,,,,,clinical,CMS_CLIA,(650) 384-0986,05D1056854,Routine Chemistry,20100401
CLIA_CA_01145,"Advanced Dermatology, Thomas J Hoffmann Md","Advanced Dermatology, Thomas J Hoffmann Md",29798 Haun Rd Ste 204,Menifee,CA,92586,,,,,,,clinical,CMS_CLIA,(951) 672-3300,05D1057914,Routine Chemistry,20230420
CLIA_CA_01146,University Fertility Laboratory Inc,University Fertility Laboratory Inc,23550 Hawthorne Blvd Ste 210,Torrance,CA,90505,,,,,,,clinical,CMS_CLIA,(310) 378-7445,05D1058699,Routine Chemistry,20180815
CLIA_CA_01147,"Mary S Jung, Md Inc","Mary S Jung, Md Inc","17601 E 17th Street, Ste 110",Tustin,CA,92780,,,,,,,clinical,CMS_CLIA,(714) 790-0005,05D1058795,Routine Chemistry,20240812
CLIA_CA_01148,Union Square Dermatology,Union Square Dermatology,"450 Sutter St, Ste 830",San Francisco,CA,94108,,,,,,,clinical,CMS_CLIA,(415) 393-9550,05D1059083,Routine Chemistry,20250418
CLIA_CA_01149,Southern California Skin & Laser,Southern California Skin & Laser,"27020 Alicia Pkwy, Ste G",Laguna Niguel,CA,92677,,,,,,,clinical,CMS_CLIA,(949) 707-5734,05D1060575,Routine Chemistry,20250709
CLIA_CA_01150,"Biomat Usa, Inc","Biomat Usa, Inc",246 Bernard St,Bakersfield,CA,93305,,,,,,,clinical,CMS_CLIA,(661) 863-0621,05D1061320,Routine Chemistry,20120316
CLIA_CA_01151,J Robert West Md Inc,J Robert West Md Inc,"4244 Riverwalk Pkwy, Ste 170",Riverside,CA,92505,,,,,,,clinical,CMS_CLIA,(951) 736-7432,05D1061636,Routine Chemistry,20250924
CLIA_CA_01152,"Huntington Reproductive Center Medical Group,","Huntington Reproductive Center Medical Group,","1950 Sunnycrest Dr, Ste 2400",Fullerton,CA,92835,,,,,,,clinical,CMS_CLIA,(866) 472-4483,05D1062683,Routine Chemistry,20241022
CLIA_CA_01153,Huntington Reproductive Center,Huntington Reproductive Center,11500 W Olympic Blvd Ste 504,Los Angeles,CA,90064,,,,,,,clinical,CMS_CLIA,(310) 481-0881,05D1062688,Routine Chemistry,20240924
CLIA_CA_01154,Fertility Centers Of Orange County,Fertility Centers Of Orange County,"17875 Von Karman Ave,  Ste 480",Irvine,CA,92614,,,,,,,clinical,CMS_CLIA,(949) 387-3888,05D1062716,Routine Chemistry,20140904
CLIA_CA_01155,"Robert S Dye, Md, Apc","Robert S Dye, Md, Apc",29525 Canwood St Ste  219,Agoura Hills,CA,91301,,,,,,,clinical,CMS_CLIA,(818) 865-8133,05D1062717,Routine Chemistry,20240208
CLIA_CA_01156,"Medderm Associates, Inc","Medderm Associates, Inc","3965 5th Ave, Ste 200",San Diego,CA,92103,,,,,,,clinical,CMS_CLIA,(619) 542-0013,05D1062915,Routine Chemistry,20260218
CLIA_CA_01157,Hrc Fertility - Encino,Hrc Fertility - Encino,"15503 Ventura Blvd, Ste 200",Encino,CA,91436,,,,,,,clinical,CMS_CLIA,(818) 788-7288,05D1063413,Routine Chemistry,20240924
CLIA_CA_01158,Orange County Urology Associates Pathology Lab,Orange County Urology Associates Pathology Lab,"23961 Calle De Magdalena, Ste 500",Laguna Hills,CA,92653,,,,,,,clinical,CMS_CLIA,(949) 855-1101,05D1063918,Routine Chemistry,20250423
