lab_id,company_name,lab_name,street_address,city,state,zip_code,is_hq,company_url,contact_name,contact_email,latitude,longitude,lab_type,data_source,phone_number,clia_number,specialty,date_collected,npi_number,official_name,official_title,official_phone
CLIA_CA_01000,Sierra Hematology And Oncology,Sierra Hematology And Oncology,"3939 J St, Ste 360",Sacramento,CA,95819,,,,,38.569877,-121.454129,clinical,CMS_CLIA,(916) 962-1544,05D0993237,Routine Chemistry,20250204,,,,
CLIA_CA_01001,"Coastal Kids, A Professional Med Corp","Coastal Kids, A Professional Med Corp",2071 San Joaquin Hills Rd,Newport Beach,CA,92660,,,,,33.617272,-117.869858,clinical,CMS_CLIA,(714) 842-0444,05D0994484,Routine Chemistry,20120504,,,,
CLIA_CA_01002,Rialto Clinica Medica Familiar Laboratory,Rialto Clinica Medica Familiar Laboratory,436 S Riverside Avenue,Rialto,CA,92376,,,,,34.093434,-117.37043,clinical,CMS_CLIA,(909) 877-8868,05D0994683,Routine Chemistry,20060717,,,,
CLIA_CA_01003,Vincent C Hung Md,Vincent C Hung Md,"351 Hospital Rd, Ste 418",Newport Beach,CA,92663,,,,,33.625762,-117.928364,clinical,CMS_CLIA,(949) 574-8292,05D0995348,Routine Chemistry,20250905,,,,
CLIA_CA_01004,Chun Yeh Wang Md Ph D,Chun Yeh Wang Md Ph D,"416 W Las Tunas Dr, Ste 306",San Gabriel,CA,91775,,,,,34.102405,-118.104487,clinical,CMS_CLIA,(626) 588-1555,05D0995353,Routine Chemistry,20240513,,,,
CLIA_CA_01005,Dermatologicare A Medical Corporation,Dermatologicare A Medical Corporation,"414 N Camden Dr, Ste 1001",Beverly Hills,CA,90210,,,,,34.068777,-118.404139,clinical,CMS_CLIA,(310) 247-0337,05D0995727,Routine Chemistry,20250610,,,,
CLIA_CA_01006,"J Robert West Md, Inc","J Robert West Md, Inc","22032 El Paseo, Ste 220",Rancho Santa Margarita,CA,92688,,,,,33.643157,-117.59495,clinical,CMS_CLIA,(949) 888-5448,05D0996323,Routine Chemistry,20250107,,,,
CLIA_CA_01007,Vincent C Hung Md,Vincent C Hung Md,"452 N Altadena Dr, Ste 200",Pasadena,CA,91107,,,,,34.153786,-118.098471,clinical,CMS_CLIA,(626) 432-5032,05D0996512,Routine Chemistry,20250314,,,,
CLIA_CA_01008,Stephen A Vannucci Md Inc,Stephen A Vannucci Md Inc,"1058 Mangrove Ave, Ste 2B",Chico,CA,95926,,,,,39.740518,-121.837301,clinical,CMS_CLIA,(530) 321-7393,05D0996736,Routine Chemistry,20250716,1003008616,STEPHEN VANNUCCI,owner,5303423686
CLIA_CA_01009,Lisa Woolf Md Inc,Lisa Woolf Md Inc,32144 Agoura Rd Ste 202,Westlake Village,CA,91361,,,,,34.148235,-118.820088,clinical,CMS_CLIA,(818) 991-5551,05D0996755,Routine Chemistry,20251218,,,,
CLIA_CA_01010,Sam Ratnayake Md Inc,Sam Ratnayake Md Inc,7879 Rosedale Hwy,Bakersfield,CA,93308,,,,,35.383348,-119.090231,clinical,CMS_CLIA,(661) 377-3777,05D0997092,Routine Chemistry,20030701,,,,
CLIA_CA_01011,Brentwood Dermatology Medical Group,Brentwood Dermatology Medical Group,11980 San Vicente Blvd Ste 120,Los Angeles,CA,90049,,,,,34.052078,-118.472396,clinical,CMS_CLIA,(310) 826-2051,05D0997745,Routine Chemistry,20230418,,,,
CLIA_CA_01012,Moukarzel Medical Corp,Moukarzel Medical Corp,2109 W Ross Ave,El Centro,CA,92243,,,,,32.781418,-115.579565,clinical,CMS_CLIA,(760) 352-4103,05D0998177,Routine Chemistry,20101215,1326255084,ELIAS MOUKARZEL,President,7603524103
CLIA_CA_01013,Yosemite Pathology,Yosemite Pathology,3000 Sillect Ave,Bakersfield,CA,93308,,,,,,,clinical,CMS_CLIA,(209) 577-1200,05D0998287,Routine Chemistry,20230228,,,,
CLIA_CA_01014,David J Barnette Jr Md,David J Barnette Jr Md,6649 Curlew Terrace,Carlsbad,CA,92011,,,,,33.109387,-117.294559,clinical,CMS_CLIA,(760) 492-1140,05D0998312,Routine Chemistry,20251120,,,,
CLIA_CA_01015,"Alpha Clinical Laboratory, Inc","Alpha Clinical Laboratory, Inc",3021 N San Fernando Blvd Ste C,Burbank,CA,91504,,,,,34.201263,-118.342938,clinical,CMS_CLIA,(818) 729-0927,05D0999149,Routine Chemistry,20260203,,,,
CLIA_CA_01016,Pacific Urology Institute Laboratory,Pacific Urology Institute Laboratory,2021 Santa Monica Blvd,Santa Monica,CA,90404,,,,,,,clinical,CMS_CLIA,(310) 828-8531,05D0999598,Routine Chemistry,20021007,,,,
CLIA_CA_01017,Pathology Arts Inc,Pathology Arts Inc,"549 Queensland Circle, Ste 101",Corona,CA,92879,,,,,33.883695,-117.559583,clinical,CMS_CLIA,(951) 270-0605,05D1000595,Routine Chemistry,20250205,1396842472,CURTIS TAGUE,CEO,9512700605
CLIA_CA_01018,La Jolla Ivf Inc,La Jolla Ivf Inc,9850 Genesee Ave Ste 610,La Jolla,CA,92037,,,,,32.884871,-117.222559,clinical,CMS_CLIA,(858) 558-2221,05D1000597,Routine Chemistry,20110616,,,,
CLIA_CA_01019,Digestive Care Laboratory,Digestive Care Laboratory,1000 Laurel St,San Carlos,CA,94070,,,,,37.501195,-122.254818,clinical,CMS_CLIA,(650) 596-8118,05D1000932,Routine Chemistry,20251002,1811367006,SCOTT LEVENSON,Lab Owner,6505968800
CLIA_CA_01020,Jay P Diliberto Md,Jay P Diliberto Md,18800 Delaware St Ste 850,Huntington Beach,CA,92648,,,,,,,clinical,CMS_CLIA,(714) 596-2800,05D1001150,Routine Chemistry,20260311,,,,
CLIA_CA_01021,Linda Mak Md Inc,Linda Mak Md Inc,"1073 Ross Ave, Ste A",El Centro,CA,92243,,,,,32.781448,-115.564669,clinical,CMS_CLIA,(760) 353-0574,05D1001250,Routine Chemistry,20240725,,,,
CLIA_CA_01022,Scpmg Murrieta Medical Offices Laboratory,Scpmg Murrieta Medical Offices Laboratory,"28150 Keller Rd, Ste 103",Murrieta,CA,92563,,,,,33.627099,-117.168548,clinical,CMS_CLIA,(951) 672-5286,05D1002847,Routine Chemistry,20180801,,,,
CLIA_CA_01023,Rain Cross Medical Center Of,Rain Cross Medical Center Of,4336 Market St,Riverside,CA,92501,,,,,33.9773,-117.37911,clinical,CMS_CLIA,(951) 682-9293,05D1003236,Routine Chemistry,20240125,,,,
CLIA_CA_01024,Lawrence Osman Md,Lawrence Osman Md,"18546 Roscoe Blvd, Ste 306",Northridge,CA,91324,,,,,34.220652,-118.537387,clinical,CMS_CLIA,(818) 885-0455,05D1003290,Routine Chemistry,20250307,,,,
CLIA_CA_01025,Boston Dermatology Corporation,Boston Dermatology Corporation,262 W Badillo St,Covina,CA,91723,,,,,34.086228,-117.893655,clinical,CMS_CLIA,(626) 653-2525,05D1003494,Routine Chemistry,20240920,1154517993,SAEED JAFFER,President,6266532525
CLIA_CA_01026,Michelle M Algarin Md Inc,Michelle M Algarin Md Inc,23961 Calle De La Magdalena Ste 520,Laguna Hills,CA,92653,,,,,33.60888,-117.710953,clinical,CMS_CLIA,(949) 855-3376,05D1005582,Routine Chemistry,20260205,,,,
CLIA_CA_01027,Redwood Family Dermatology,Redwood Family Dermatology,2725 Mendocino Ave,Santa Rosa,CA,95403,,,,,38.466456,-122.720249,clinical,CMS_CLIA,(707) 545-4537,05D1005661,Routine Chemistry,20250219,1710913231,JEFFREY SUGARMAN,owner/president,7075454537
CLIA_CA_01028,Scpmg Harbor Macarthur Medical Offices Laboratory,Scpmg Harbor Macarthur Medical Offices Laboratory,3401 South Harbor Blvd Room 120,Santa Ana,CA,92704,,,,,33.701896,-117.919381,clinical,CMS_CLIA,(714) 830-6544,05D1005692,Routine Chemistry,20150805,,,,
CLIA_CA_01029,Contour Dermatology & Cosmetic Surgery,Contour Dermatology & Cosmetic Surgery,1180 N Indian Canyon Dr Ste E 419,Palm Springs,CA,92262,,,,,33.838899,-116.545514,clinical,CMS_CLIA,(760) 423-4043,05D1005946,Routine Chemistry,20110119,,,,
CLIA_CA_01030,"Antelope Valley Lung & Sleep Institute, Inc","Antelope Valley Lung & Sleep Institute, Inc","525 Commerce Ave, Ste A",Palmdale,CA,93551,,,,,34.589692,-118.140989,clinical,CMS_CLIA,(661) 945-8717,05D1006209,Routine Chemistry,20250212,1801373352,SYED AHMED,OWNER,6619458717
CLIA_CA_01031,Fertility Center Of California,Fertility Center Of California,"6699 Alvarado Rd, Ste 2207",San Diego,CA,92120,,,,,32.777019,-117.056153,clinical,CMS_CLIA,(619) 265-0102,05D1006210,Routine Chemistry,20250311,1750615324,JOSEPH RICHARD,CLINICAL DIRECTOR,6192650102
CLIA_CA_01032,Dermatology And Laser Center Of San Diego,Dermatology And Laser Center Of San Diego,"344 F St, Ste 200",Chula Vista,CA,91910,,,,,32.640754,-117.08155,clinical,CMS_CLIA,(619) 476-1200,05D1007383,Routine Chemistry,20250422,,,,
CLIA_CA_01033,South County Hematology Oncology,South County Hematology Oncology,769 Medical Center Ct Ste 202,Chula Vista,CA,91911,,,,,32.618618,-117.024105,clinical,CMS_CLIA,(619) 482-8430,05D1009444,Routine Chemistry,20251125,,,,
CLIA_CA_01034,J Lee Md Medical Corporation,J Lee Md Medical Corporation,"1010 W Laveta Ave, Ste 360",Orange,CA,92868,,,,,33.780264,-117.86328,clinical,CMS_CLIA,(714) 245-0492,05D1009515,Routine Chemistry,20251029,,,,
CLIA_CA_01035,Gary C Lee Phd Md Inc,Gary C Lee Phd Md Inc,4980 Barranca Pkwy Ste 202,Irvine,CA,92604,,,,,33.67612,-117.794195,clinical,CMS_CLIA,(949) 733-1336,05D1009634,Routine Chemistry,20240208,,,,
CLIA_CA_01036,West Coast Skin And Cancer,West Coast Skin And Cancer,"7055 N Fresno St, Ste 310",Fresno,CA,93720,,,,,36.838391,-119.781279,clinical,CMS_CLIA,(559) 446-0285,05D1009831,Routine Chemistry,20250711,,,,
CLIA_CA_01037,Uptimum Medical Group And Ipa Inc,Uptimum Medical Group And Ipa Inc,2220 W Manchester Blvd,Inglewood,CA,90305,,,,,33.959872,-118.318007,clinical,CMS_CLIA,(310) 644-8400,05D1010183,Routine Chemistry,20250613,1285452771,OLUKEMI WALLACE,DIRECTOR,3106448400
CLIA_CA_01038,Sophie Shirin Md Inc,Sophie Shirin Md Inc,"16260 Ventura Blvd, Ste 300",Encino,CA,91436,,,,,34.156816,-118.487314,clinical,CMS_CLIA,(818) 905-3880,05D1010357,Routine Chemistry,20241212,,,,
CLIA_CA_01039,Synergy Hematology Oncology,Synergy Hematology Oncology,"5363 Balboa Blvd, Ste 345",Encino,CA,91316,,,,,34.168872,-118.501158,clinical,CMS_CLIA,(323) 525-1111,05D1010428,Routine Chemistry,20250620,,,,
CLIA_CA_01040,"Julie G Duquette, Md, A Medical Corporation","Julie G Duquette, Md, A Medical Corporation",2043 Westcliff Dr Ste 302,Newport Beach,CA,92660,,,,,33.627688,-117.907724,clinical,CMS_CLIA,(949) 515-3462,05D1010850,Routine Chemistry,20260324,,,,
CLIA_CA_01041,San Diego Dermatology And,San Diego Dermatology And,"320 Santa Fe Dr, Ste 303",Encinitas,CA,92024,,,,,33.036281,-117.285698,clinical,CMS_CLIA,(760) 944-8080,05D1010935,Routine Chemistry,20240809,,,,
CLIA_CA_01042,Lan Su Dmd Phd,Lan Su Dmd Phd,"31332 Via Colinas, Ste 109",Westlake Village,CA,91362,,,,,34.155879,-118.80628,clinical,CMS_CLIA,(818) 865-1039,05D1010973,Routine Chemistry,20230125,1164472353,LAN SU,Owner doctor,8188651039
CLIA_CA_01043,Charles R Sexton Md,Charles R Sexton Md,"15825 Laguna Canyon Rd, Ste 203",Irvine,CA,92618,,,,,33.663926,-117.764115,clinical,CMS_CLIA,(949) 679-6900,05D1011111,Routine Chemistry,20251006,,,,
CLIA_CA_01044,Sterling Pathology National Laboratories,Sterling Pathology National Laboratories,3030 Old Ranch Pkwy Ste 430,Seal Beach,CA,90740,,,,,33.77635,-118.07417,clinical,CMS_CLIA,(562) 799-8900,05D1012129,Routine Chemistry,20140328,,,,
CLIA_CA_01045,Scpmg Rancho San Diego Medical Offices,Scpmg Rancho San Diego Medical Offices,3875 Avocado Blvd,La Mesa,CA,91941,,,,,32.749809,-116.961922,clinical,CMS_CLIA,(619) 528-6017,05D1012351,Routine Chemistry,20111025,,,,
CLIA_CA_01046,"Anthony Martin Mills, Md Laboratory","Anthony Martin Mills, Md Laboratory",9201 Sunset Blvd Ste M135,West Hollywood,CA,90069,,,,,34.089752,-118.393758,clinical,CMS_CLIA,(310) 550-1010,05D1012674,Routine Chemistry,20051215,,,,
CLIA_CA_01047,Skin Physicians & Surgeons Medical Group Inc,Skin Physicians & Surgeons Medical Group Inc,"859 E Foothill, Blvd Ste B",Upland,CA,91786,,,,,34.107109,-117.639401,clinical,CMS_CLIA,(909) 981-8929,05D1012717,Routine Chemistry,20240402,,,,
CLIA_CA_01048,Golden State Dermatology Associates Inc,Golden State Dermatology Associates Inc,"192 Blue Ravine Rd, Ste 100",Folsom,CA,95630,,,,,38.654994,-121.175235,clinical,CMS_CLIA,(916) 983-3373,05D1012720,Routine Chemistry,20250313,,,,
CLIA_CA_01049,Dermatologist Medical Group,Dermatologist Medical Group,"11943 El Camino Real, Ste 220",San Diego,CA,92130,,,,,32.935531,-117.23746,clinical,CMS_CLIA,(760) 758-5340,05D1013047,Routine Chemistry,20250513,,,,
CLIA_CA_01050,Dermatologist Medical Group Of North County Inc,Dermatologist Medical Group Of North County Inc,"1200 Garden View Rd, Ste 108",Encinitas,CA,92024,,,,,33.058385,-117.260517,clinical,CMS_CLIA,(760) 758-5340,05D1013059,Routine Chemistry,20240723,,,,
CLIA_CA_01051,"Skin Center, The","Skin Center, The",26081 Merit Cir Ste 109,Laguna Hills,CA,92653,,,,,33.574143,-117.674664,clinical,CMS_CLIA,(949) 582-7699,05D1013431,Routine Chemistry,20221129,,,,
CLIA_CA_01052,Fertility Specialists Medical Group,Fertility Specialists Medical Group,"8010 Frost St, Ste P",San Diego,CA,92123,,,,,32.800297,-117.152586,clinical,CMS_CLIA,(858) 505-5500,05D1013579,Routine Chemistry,20250806,1609958974,ARLENE MORALES,Medical Director,8585055500
CLIA_CA_01053,Boris Zaks Md,Boris Zaks Md,"435 N Roxbury Dr, Ste 408",Beverly Hills,CA,90210,,,,,34.067567,-118.406509,clinical,CMS_CLIA,(310) 552-3376,05D1013653,Routine Chemistry,20250204,,,,
CLIA_CA_01054,Osato Medical Laboratory,Osato Medical Laboratory,"3440 Lomita Blvd, Ste 320",Torrance,CA,90505,,,,,33.813204,-118.345152,clinical,CMS_CLIA,(310) 534-8200,05D1014331,Routine Chemistry,20230913,,,,
CLIA_CA_01055,Contour Dermatology And Cosmetic Surgery,Contour Dermatology And Cosmetic Surgery,"42600 Mirage Rd, Bldg A",Rancho Mirage,CA,92270,,,,,33.747127,-116.420268,clinical,CMS_CLIA,(760) 423-4043,05D1014556,Routine Chemistry,20241219,,,,
CLIA_CA_01056,Huntington Reproductive Center,Huntington Reproductive Center,1220 La Venta Dr Ste 103,Westlake Village,CA,91361,,,,,,,clinical,CMS_CLIA,(805) 374-1737,05D1014810,Routine Chemistry,20230623,,,,
CLIA_CA_01057,Zachary A Cooper Md Dermatology,Zachary A Cooper Md Dermatology,19933 Greenley Rd Ste C,Sonora,CA,95370,,,,,,,clinical,CMS_CLIA,(209) 536-0505,05D1014877,Routine Chemistry,20230419,,,,
CLIA_CA_01058,University Surgery Center,University Surgery Center,"1390 E Yosemite Ave, Ste B",Merced,CA,95340,,,,,37.332073,-120.454249,clinical,CMS_CLIA,(209) 580-3409,05D1014882,Routine Chemistry,20250709,1205364981,ERIC BOON,Authorize Official,4805670269
CLIA_CA_01059,Stockton Hematology Oncology Medical Group,Stockton Hematology Oncology Medical Group,"2316 Orchard Parkway, Ste 110",Tracy,CA,95377,,,,,37.752051,-121.457275,clinical,CMS_CLIA,(209) 839-9115,05D1015025,Routine Chemistry,20241023,,,,
CLIA_CA_01060,Dialysis Access Center Inc,Dialysis Access Center Inc,3012 Summit St     D Wing,Oakland,CA,94609,,,,,37.81912,-122.264583,clinical,CMS_CLIA,(510) 251-1002,05D1015115,Routine Chemistry,20151201,,,,
CLIA_CA_01061,Los Angeles Hematology Oncology Medical Group,Los Angeles Hematology Oncology Medical Group,"11180 Warner Ave, Ste 351",Fountain Valley,CA,92708,,,,,33.716278,-117.93334,clinical,CMS_CLIA,(714) 698-0300,05D1015130,Routine Chemistry,20220715,,,,
CLIA_CA_01062,Compassionate Cancer Care Medical Group Inc,Compassionate Cancer Care Medical Group Inc,11180 Warner Ave Ste 351,Fountain Valley,CA,92708,,,,,33.716278,-117.93334,clinical,CMS_CLIA,(714) 698-0300,05D1015131,Routine Chemistry,20210917,,,,
CLIA_CA_01063,Steven E Hodgkin Md,Steven E Hodgkin Md,415 Orange St,Redlands,CA,92374,,,,,34.059162,-117.182627,clinical,CMS_CLIA,(760) 245-6465,05D1015242,Routine Chemistry,20250828,,,,
CLIA_CA_01064,Golden State Dermatology Associates Inc,Golden State Dermatology Associates Inc,3959 Laurel Canyon Blvd Ste F,Studio City,CA,91604,,,,,34.142477,-118.39492,clinical,CMS_CLIA,(818) 505-9300,05D1015246,Routine Chemistry,20231116,,,,
CLIA_CA_01065,James A Danielzadeh Md,James A Danielzadeh Md,18370 Burbank Blvd Ste 209,Tarzana,CA,91356,,,,,34.172202,-118.534778,clinical,CMS_CLIA,(818) 881-5661,05D1015859,Routine Chemistry,20150427,,,,
CLIA_CA_01066,Cpp 435Skin Pc,Cpp 435Skin Pc,1125 E Spruce Ave Ste 207,Fresno,CA,93720,,,,,36.8406,-119.764678,clinical,CMS_CLIA,(559) 435-7546,05D1016002,Routine Chemistry,20221006,1821884610,JESSICA PALMER,Billing Manager,5598922030
CLIA_CA_01067,Premier Dermatology A Medical Group,Premier Dermatology A Medical Group,378 El Camino Real,San Carlos,CA,94070,,,,,37.510355,-122.264188,clinical,CMS_CLIA,(650) 551-9700,05D1017390,Routine Chemistry,20230417,,,,
CLIA_CA_01068,"Digestive Disease Associates, Inc","Digestive Disease Associates, Inc","292 Euclid Ave, Ste 115",San Diego,CA,92114,,,,,32.707537,-117.08507,clinical,CMS_CLIA,(619) 266-3332,05D1018160,Routine Chemistry,20240709,1073699971,TADDESEE DESTA,OWNER,6192663332
CLIA_CA_01069,Karl Bassler Md,Karl Bassler Md,23961 Calle De La Magdalena Ste 520,Laguna Hills,CA,92653,,,,,33.60888,-117.710953,clinical,CMS_CLIA,(949) 855-3376,05D1018182,Routine Chemistry,20250423,,,,
CLIA_CA_01070,Genomic Health Inc,Genomic Health Inc,301 Penobscot Dr,Redwood City,CA,94063,,,,,37.498951,-122.217553,clinical,CMS_CLIA,(650) 556-9300,05D1018272,Routine Chemistry,20040422,,,,
CLIA_CA_01071,Machaon Diagnostics Inc,Machaon Diagnostics Inc,2023 Eighth St,Berkeley,CA,94710,,,,,37.868096,-122.29536,clinical,CMS_CLIA,(510) 839-5600,05D1019489,Routine Chemistry,20040512,,,,
CLIA_CA_01072,Beaver Medical Group Lp,Beaver Medical Group Lp,2 W Fern Ave,Redlands,CA,92373,,,,,34.050427,-117.178953,clinical,CMS_CLIA,(562) 988-7027,05D1019978,Routine Chemistry,20221206,1578991816,KENNY HEINE,VP OF OPERATIONS,8589641506
CLIA_CA_01073,Assisted Reproductive Technologies Medical Grp Inc,Assisted Reproductive Technologies Medical Grp Inc,5353 Balboa Blvd Ste 301,Encino,CA,91316,,,,,34.168639,-118.501158,clinical,CMS_CLIA,(818) 986-1070,05D1020999,Routine Chemistry,20140826,,,,
CLIA_CA_01074,South Coast Dermatology Institute,South Coast Dermatology Institute,"2552 Walnut Ave, Ste 120",Tustin,CA,92780,,,,,33.717083,-117.80849,clinical,CMS_CLIA,(714) 508-0754,05D1021002,Routine Chemistry,20250701,,,,
CLIA_CA_01075,James T Wang Md,James T Wang Md,"29833  Santa Margarita Pkwy, Ste 100",Rancho Santa Margarita,CA,92688,,,,,,,clinical,CMS_CLIA,(714) 841-8818,05D1021032,Routine Chemistry,20241021,,,,
CLIA_CA_01076,Advanced Institute For Obstetrics And,Advanced Institute For Obstetrics And,18411 Clark St Ste 103,Tarzana,CA,91356,,,,,34.169832,-118.532833,clinical,CMS_CLIA,(818) 559-3600,05D1021332,Routine Chemistry,20061107,,,,
CLIA_CA_01077,Newport Coast Dermatology C/O Grace,Newport Coast Dermatology C/O Grace,3991 Macarthur Blvd Ste 228,Newport Beach,CA,92660,,,,,33.659725,-117.863208,clinical,CMS_CLIA,(949) 863-0988,05D1021513,Routine Chemistry,20230414,,,,
CLIA_CA_01078,Csi Medical Group Pc,Csi Medical Group Pc,425 Haaland Dr Ste 204,Thousand Oaks,CA,91361,,,,,34.17492,-118.870078,clinical,CMS_CLIA,(805) 497-8080,05D1021936,Routine Chemistry,20251210,,,,
CLIA_CA_01079,Folsom Family And Sports,Folsom Family And Sports,"2545 E Bidwell St,  Ste 110",Folsom,CA,95630,,,,,38.659985,-121.130906,clinical,CMS_CLIA,(916) 941-7362,05D1022044,Routine Chemistry,20040728,,,,
CLIA_CA_01080,Topa Diagnostics,Topa Diagnostics,351 East Rolling Oaks Dr Ste 100,Thousand Oaks,CA,91361,,,,,34.173566,-118.864917,clinical,CMS_CLIA,(805) 373-8582,05D1022855,Routine Chemistry,20210922,,,,
CLIA_CA_01081,Foothill Dermatology Medical Center,Foothill Dermatology Medical Center,2301 E Foothill Blvd Ste 100,Glendora,CA,91740,,,,,34.127041,-117.820229,clinical,CMS_CLIA,(626) 852-3376,05D1027742,Routine Chemistry,20251017,1154592368,AMARPAUL SIDHU,Owner,6268523376
CLIA_CA_01082,"Chaparral Medical Group, Inc","Chaparral Medical Group, Inc","9190 Haven Ave, Ste 210",Rancho Cucamonga,CA,91730,,,,,34.086772,-117.575822,clinical,CMS_CLIA,(909) 466-7779,05D1028079,Routine Chemistry,20160622,,,,
CLIA_CA_01083,Advanced Dermatology,Advanced Dermatology,"210 S Grand Ave, Ste 208",Glendora,CA,91741,,,,,34.133647,-117.872465,clinical,CMS_CLIA,(626) 914-3675,05D1029386,Routine Chemistry,20251016,,,,
CLIA_CA_01084,Peninsula Pathologists,Peninsula Pathologists,383 E Grand Ave Ste A,South San Francisco,CA,94080,,,,,37.650813,-122.385008,clinical,CMS_CLIA,(650) 616-2951,05D1029487,Routine Chemistry,20250416,,,,
CLIA_CA_01085,"Caredx, Inc","Caredx, Inc",3260 Bayshore Blvd,Brisbane,CA,94005,,,,,37.694172,-122.405413,clinical,CMS_CLIA,(415) 287-2300,05D1029609,Routine Chemistry,20110111,,,,
CLIA_CA_01086,"J Robert West Md, Inc Dba Hodge Dermatology","J Robert West Md, Inc Dba Hodge Dermatology","1440 N Harbor Blvd, Ste 300",Fullerton,CA,92835,,,,,33.885331,-117.925951,clinical,CMS_CLIA,(714) 526-7546,05D1029810,Routine Chemistry,20250917,,,,
CLIA_CA_01087,"Golden State Dermatology Associates, Inc","Golden State Dermatology Associates, Inc",5400 Balboa Blvd Ste 220,Encino,CA,91316,,,,,34.168841,-118.50102,clinical,CMS_CLIA,(310) 274-5372,05D1029907,Routine Chemistry,20230412,,,,
CLIA_CA_01088,Hung V Ong Md Inc,Hung V Ong Md Inc,"495 Old Newport Blvd, Ste 200",Newport Beach,CA,92663,,,,,33.628464,-117.925792,clinical,CMS_CLIA,(949) 646-7546,05D1030176,Routine Chemistry,20240516,,,,
CLIA_CA_01089,Md Solutions Medical Corporation,Md Solutions Medical Corporation,"15477 Ventura Blvd, Ste 100",Sherman Oaks,CA,91403,,,,,34.154691,-118.471143,clinical,CMS_CLIA,(818) 906-6900,05D1030501,Routine Chemistry,20250211,,,,
CLIA_CA_01090,Dusk To Dawn Urgent Care,Dusk To Dawn Urgent Care,15745 Paramount Blvd,Paramount,CA,90723,,,,,33.890646,-118.160086,clinical,CMS_CLIA,(562) 808-2273,05D1031034,Routine Chemistry,20050906,1225182801,EUGENE ALLEN,CEO & President,5628082273
CLIA_CA_01091,Joel A Sach Md Inc,Joel A Sach Md Inc,18425 Burbank Blvd Ste 500,Tarzana,CA,91356,,,,,34.1722,-118.534453,clinical,CMS_CLIA,(310) 989-7833,05D1031402,Routine Chemistry,20230420,,,,
CLIA_CA_01092,Palos Verdes Dermatology Associates,Palos Verdes Dermatology Associates,"550 Deep Valley Dr, Ste 283",Rolling Hills Estates,CA,90274,,,,,33.772401,-118.374466,clinical,CMS_CLIA,(310) 541-7800,05D1031579,Routine Chemistry,20240801,,,,
CLIA_CA_01093,"Golden State Dermatology Associates, Inc Fair Oaks","Golden State Dermatology Associates, Inc Fair Oaks",2625 Fair Oaks Blvd Ste 1,Sacramento,CA,95864,,,,,38.574288,-121.401004,clinical,CMS_CLIA,(916) 646-3376,05D1031587,Routine Chemistry,20230728,,,,
CLIA_CA_01094,Advanced Dermatology Care Of S C,Advanced Dermatology Care Of S C,"3851 Katella Ave, Ste 105",Los Alamitos,CA,90720,,,,,33.803233,-118.065934,clinical,CMS_CLIA,(310) 738-6006,05D1032204,Routine Chemistry,20251104,,,,
CLIA_CA_01095,Quynh L Sebastian Md Inc,Quynh L Sebastian Md Inc,1260 15th St Ste 709,Santa Monica,CA,90404,,,,,34.02667,-118.487003,clinical,CMS_CLIA,(310) 917-4433,05D1032217,Routine Chemistry,20250220,,,,
CLIA_CA_01096,Kd Medical Group Inc,Kd Medical Group Inc,400 W I St,Los Banos,CA,93635,,,,,37.063502,-120.85803,clinical,CMS_CLIA,(209) 826-9999,05D1032613,Routine Chemistry,20240710,1457522567,KARTHIKEYA DEVIREDDY,Owner / Medical Director,2098262222
CLIA_CA_01097,"Lynn Eye Surgery, Llc","Lynn Eye Surgery, Llc",2230 Lynn Road #106,Thousand Oaks,CA,91360,,,,,34.208581,-118.885122,clinical,CMS_CLIA,(949) 996-5795,05D1032654,Routine Chemistry,20051026,,,,
CLIA_CA_01098,"Lakeside Medical Organization, A Medical Grp Inc","Lakeside Medical Organization, A Medical Grp Inc","191 S Buena Vista St, Ste 150",Burbank,CA,91505,,,,,34.159608,-118.328863,clinical,CMS_CLIA,(818) 295-5920,05D1032697,Routine Chemistry,20241205,,,,
CLIA_CA_01099,Victory Physicians,Victory Physicians,490 S Farrell Dr Ste C 104,Palm Springs,CA,92262,,,,,33.816161,-116.517996,clinical,CMS_CLIA,(760) 327-8755,05D1034479,Routine Chemistry,20080926,,,,
CLIA_CA_01100,Kindred Hospital- Santa Ana,Kindred Hospital- Santa Ana,1901 N College Ave,Santa Ana,CA,92706,,,,,33.761052,-117.891788,clinical,CMS_CLIA,(714) 564-7800,05D1034824,Routine Chemistry,20110726,,,,
CLIA_CA_01101,Kindred Hospital San Gabriel Valley,Kindred Hospital San Gabriel Valley,845 N Lark Ellen Ave,West Covina,CA,91791,,,,,34.084724,-117.916633,clinical,CMS_CLIA,(626) 339-5451,05D1034825,Routine Chemistry,20110815,,,,
CLIA_CA_01102,Brigid Freyne Md Inc,Brigid Freyne Md Inc,"39755 Murrieta Hot Springs Rd, Ste F110",Murrieta,CA,92563,,,,,33.555721,-117.16284,clinical,CMS_CLIA,(951) 696-4600,05D1034991,Routine Chemistry,20250826,1750577797,BRIGID FREYNE,physician/owner,9516964600
CLIA_CA_01103,Sonoma Dermatology,Sonoma Dermatology,461 7th St W Ste 3,Sonoma,CA,95476,,,,,38.293965,-122.471539,clinical,CMS_CLIA,(707) 938-1423,05D1036234,Routine Chemistry,20251017,,,,
