Establishment Name,"City, State/Zip",FEI,Establishment Status
"SGF Orlando, LLC","Orlando, Florida / 32804",3035112113.0,Registered
"SGF SoCal, PC","Solana Beach, California / 92075",3030625488.0,Registered
"SGF Tampa Bay, LLC","Tampa, Florida / 33607",3015169797.0,Registered
"SIA ""VASU""","Riga, / LV1046",3006717009.0,Inactive
SIU Medicine Fertility and IVF Center,"Springfield, Illinois / 62794-9637",3007787331.0,Registered
SK. Genesis Centre for Preimplantation Genetics Ltd,"Limassol, / 3025",3024052109.0,Registered
"SMART Labs, LLC","Birmingham, Michigan / 48009",3005996630.0,Inactive
SML Manufacturing,"Fort Lauderdale, Florida / 33301",3023071132.0,Inactive
SOD Immunoematologia e Medicina Trasfusionale,"Firenze, / 50134",3008299015.0,Inactive
"SOYAGREENTEC Co.,Ltd","Gyeonggi-do, / 18622",3012340301.0,Inactive
"SPLN,spol. s.r.o","Kosice, / 04001",3027298719.0,Registered
SS Antonio e Biagio Hospital,"Alessandria, / 15100",3008300358.0,Inactive
"SSM-SLUH, Inc. d/b/a SSM Health Saint Louis University Hospital","St. Louis, Missouri / 63110-0250",1972831.0,Registered
STEM AND GENE ART CLINIC,"TIRANA, / ZK3266",3030612363.0,Registered
STEM CARE,"Guatemala, / 01015",3005959322.0,Registered
STEM MEDICINA REGENERATIVA S.A.S.,"BOGOTA, / 110111",3017417726.0,Registered
"STERIS Isomedix Services, Inc.","South Plainfield, New Jersey / 07080",2246552.0,Inactive
STERIS Laboratories,"Brooklyn Park, Minnesota / 55445",2183828.0,Inactive
"STERIS, Inc.","Morton Grove, Illinois / 60053",3005138438.0,Inactive
STL Fertility,"Creve Coeur, Missouri / 63141",3003934689.0,Registered
SUNFERT INTERNATIONAL FERTILITY CENTRE,"KUALA LUMPUR, / 59200",3020491356.0,Inactive
SUNY UPSTATE MEDICAL UNIVERSITY,"Suracuse, New York / 13210",3017104992.0,Inactive
SUNY Upstate Islet Facility,"Syracuse, New York / 13210",3015341619.0,Inactive
SUNY Upstate Medical University Hospital,"Syracuse, New York / 13210",3003972391.0,Inactive
SUPERGENICS LIFE SCIENCE SDN. BHD.,"Subang Jaya, / 47650",3020084546.0,Registered
"Saint Francis Hospital, Inc.","Tulsa, Oklahoma / 74136-1992",1674482.0,Inactive
Saint Louis University Hospital Bone Marrow Transplantation Laboratory,"St. Louis, Missouri / 63110",3003934709.0,Inactive
Saint Vincents Catholic Medical Centers of New York,"New York, New York / 10011",2470907.0,Inactive
"Saipan IVF Center, LLC","Saipan, MP, / 96950",3028757118.0,Registered
"Saleh Heneidi, MD a Professional Corporation dba BH Cellular Medicine","Beverly Hills, California / 90210",3042272905.0,Registered
Samuel Stratton VA Medical Center,"Albany, New York / 12208",1373999.0,Registered
San Antonio Eye Bank,"San Antonio, Texas / 78240",3001238015.0,Registered
"San Antonio Fertility Center Laboratory, Inc.","San Antonio, Texas / 78229",3003926952.0,Registered
San Diego Blood Bank Cell Therapy Program,"San Diego, California / 92102",2075359.0,Registered
San Diego Eye Bank,"San Diego, California / 92123",3002515992.0,Registered
"San Diego Fertility Center, Medical Group Inc.","San Diego, California / 92130",3003409182.0,Registered
"Sana Klinikum Hameln Pyrmont, Dep of Hematology and Oncology","Hameln, / D31785",3005347775.0,Inactive
Sana N Khan,"OKC, Oklahoma / 73112",3025494489.0,Inactive
Sanford Amber Valley Laboratory,"Fargo, North Dakota / 58104",3042300138.0,Registered
Sanford Health,"Sioux Falls, South Dakota / 57105",3003981145.0,Registered
Sanford Health Reproductive Medicine Institute,"Fargo, North Dakota / 58104",3005043101.0,Registered
Sanford Laboratories Fargo Region,"Fargo, North Dakota / 58102",3006986912.0,Registered
Sanguine Biosciences,"Los Angeles, California / 90010",3028013052.0,Registered
Sanguine Biosciences,"San Diego, California / 92109",3029699739.0,Registered
Sanquin Tissues and Cells,"Amsterdam, / 1066 CX",3005347778.0,Inactive
"Santa Monica Fertility Center, LLC","Coral Gables, Florida / 33134",3018734121.0,Inactive
"Santa Monica Fertility/ Santa Monica Fertility Center, LLC","Santa Monica, California / 90404",3006603560.0,Inactive
Santos IVF and Fertility Center,"North Miami, Florida / 33181",3044754668.0,Registered
Saskatchewan Cancer Agency,"Saskatoon, Saskatchewan / S7N 4H4",3008834210.0,Inactive
Saving Sight,"Kansas City, Missouri / 64153",3003347229.0,Registered
Scientific Medical Systems/Idant Laboratories,"New York, New York / 10118",2477600.0,Inactive
Scott & White Memorial Hospital,"Temple, Texas / 76508",3005336992.0,Registered
Scripps Clinic Fertility Center,"La Jolla, California / 92037",3003942639.0,Inactive
Scripps Green Hospital,"La Jolla, California / 92037",3003418147.0,Registered
Scripps Health dba Scripps Clinic Medical Laboratories,"La Jolla, California / 92037",2072928.0,Inactive
Scripps Medical Laboratory,"San Diego, California / 92121",3006788013.0,Registered
"Seaside Spine, LLC","Ellicott City, Maryland / 21042",3007110081.0,Inactive
"Seattle Reproductive Medicine, PLLC DBA Pinnacle Fertility WA","Kirkland, Washington / 98034",3005187125.0,Inactive
"Seattle Reproductive Medicine, PLLC DBA Pinnacle Fertility WA","Seattle, Washington / 98109",3005033540.0,Registered
"Seattle Reproductive Medicine, PLLC DBA Pinnacle Fertility WA","Everett, Washington / 98204",3016678430.0,Inactive
"Seattle Reproductive Medicine, PLLC DBA Pinnacle Fertility WA","Tacoma, Washington / 98405",3009672574.0,Registered
"Seattle Reproductive Medicine, PLLC DBA Pinnacle Fertility WA","Spokane Valley, Washington / 99216",3010630953.0,Registered
Seattle Sperm Bank,"Denver, Colorado / 80218",3028170589.0,Registered
Seattle Sperm Bank,"Las Vegas, Nevada / 89109",3031117751.0,Registered
Seattle Sperm Bank LLC,"Tempe, Arizona / 85281",3011742779.0,Registered
Seattle Sperm Bank LLC,"La Jolla, California / 92037",3015514979.0,Registered
Seattle Sperm Bank LLC,"Bellevue, Washington / 98004",3019411058.0,Inactive
Seattle Sperm Bank LLC,"Seattle, Washington / 98105",3007196368.0,Registered
"Seed Biotech, Inc.","Chattanooga, Tennessee / 37402",3023498675.0,Registered
"Seed Biotech, Inc.","Dallas, Texas / 75226",3009562112.0,Inactive
Seed Biotechnologies Corp,"Gainesville, Florida / 32601",3009082825.0,Inactive
"Self Care Regeneration, LLC","Miami, Florida / 33136",3015341827.0,Inactive
Sequence Life Science,"San Antonio, Texas / 78249",3016931456.0,Registered
Seracell Stammzelltechnologie GmbH,"Rostock, / 18057",3012807011.0,Inactive
Servico de Transplantacao de Medula Ossea,"Porto, / 4200-072",3015036191.0,Inactive
Servico de Transplantocao de Medula Ossea,"4200-072, /",3008126757.0,Inactive
Servizio Di Medicina Trasfusionale,"Modena, / 41100",3008300447.0,Inactive
Servizio Trasfusionale - Azienda Ospedaliera-Universitaria di Ferrara,"Ferrara, / 44124",3008300489.0,Inactive
"Serviço de Terapia Celular - Instituto Português de Oncologia Porto FG, EPE","Porto, / 4200-072",3010501658.0,Registered
"Seth Levrant, MD PC","Tinley Park, Illinois / 60477",3005492452.0,Inactive
Shady Grove Fertility Center of Pennsylvania PLLC,"Chesterbrook, Pennsylvania / 19087",3003941034.0,Registered
Shady Grove Reproductive Science Center P.C.,"Rockville, Maryland / 20850",3004733195.0,Registered
Shady Grove Reproductive Science Center P.C.,"Towson, Maryland / 21204",3003937490.0,Registered
Shady Grove Reproductive Science Center P.C.,"Fairfax, Virginia / 22031",3005667759.0,Registered
Shady Grove Reproductive Scientific Center P.C.,"Pittsburgh, Pennsylvania / 15090",3020854802.0,Registered
"Shanghai OriBiotech Co., Ltd.","SHANGHAI, / 201203",3032007966.0,Inactive
Shawnee Mission Medical Center,"Shawnee Mission, Kansas / 66204",3004562926.0,Inactive
Sher Fertility Solutions New York,"New York, New York / 10016",3005202232.0,Registered
Sher Institute for Reproductive Medicine in Orange County (SIRM-OC),"Laguna Niguel, California / 92677",3005605721.0,Inactive
"Shore Area InVitro Fertilization Laboratories, P.C.","Lakewood, New Jersey / 08701",3006715328.0,Registered
"Shore Institute for Reproductive Medicine, PC","Lakewood, New Jersey / 08701",3003945094.0,Registered
Shriners Hospitals for Children,"Galveston, Texas / 77550-2725",1000119377.0,Registered
Sight Society of Northeastern New York / Lions Eye Bank of the Northeast,"Albany, New York / 12203",3000718056.0,Registered
SigmaGraft Inc.,"Fullerton, California / 92831",3009598981.0,Registered
Signature Biologics,"Irving, Texas / 75063",3018035114.0,Inactive
Signature Biologics,"Farmers Branch, Texas / 75234",3014452510.0,Inactive
"Singapore Cord Blood Bank, Ltd.","Singapore, / 229899",3005346201.0,Inactive
Singapore General Hospital,"Singapore, / 169608",3004914514.0,Registered
"Skye Biologics Holdings LLC (DBA Skye Orthobiologics LLC, DBA Human Regenerative Technologies LLC)","El Segundo, California / 90245",3005340932.0,Registered
Slovak Placental Stem Cell Registry,"Bratislava, / 841 04",3006724169.0,Registered
"Smart Surgical, Inc.","Boise, Idaho / 83705",3009744960.0,Inactive
Smart World LLC dba Steri-Tek,"Fremont, California / 94538",3012448339.0,Registered
Society Hill Reproductive Medicine,"Philadelphia, Pennsylvania / 19107",3008806154.0,Registered
"Sound Fertility Care, PLLC","Bellevue, Washington / 98004",3011419985.0,Registered
South African National Blood Service,"Roodepoort, / 1724",3004737187.0,Inactive
"South Dakota Lions Eye and Tissue Bank, Inc.(dba Dakota Lions Sight & Health)","Sioux Falls, South Dakota / 57107",3000718537.0,Registered
South Florida Institute For Reproductive Medicine,"Naples, Florida / 34108",3007787718.0,Registered
South Florida Institute For Reproductive Medicine,"Jupiter, Florida / 33458",3008286860.0,Registered
South Florida Institute for Reproductive Medicine,"Cooper City, Florida / 33024",3003926752.0,Registered
South Florida Institute for Reproductive Medicine,"Cooper City, Florida / 33024",3005444063.0,Inactive
South Florida Institute for Reproductive Medicine,"Miami, Florida / 33143-4800",3003926766.0,Registered
South Florida Institute for Reproductive Medicine,"Boca Raton, Florida / 33428",3009692503.0,Inactive
South Florida Institute for Reproductive Medicine - Palm Beach Affiliate,"Jupiter, Florida / 33458",3005033077.0,Inactive
South Florida Institute for Rreproductive Medicine,"Miami, Florida / 33196",3009692567.0,Inactive
"South Jersey Fertility, LLC / South Jersey Fertility Center","Marlton, New Jersey / 08053",3004088908.0,Registered
Southeastern Fertility Center,"Mount Pleasant, South Carolina / 29464",3005070847.0,Inactive
Southeastern Fertility Center,"Powell, Tennessee / 37849",3033000457.0,Inactive
Southern California Center for Reproductive Medicine,"Newport Beach, California / 92663",3005468401.0,Registered
Southern California Center for Reproductive Medicine,"Mission Viejo, California / 92691",3005062298.0,Inactive
Southern California Islet Cell Resource Center at City of Hope (SC-ICRC),"Duarte, California / 91010",3030390790.0,Registered
Southern Nevada Donor Services Inc,"Las Vegas, Nevada / 89118",3011395188.0,Inactive
Southwest Fertility Center,"Phoenix, Arizona / 85018",3004627484.0,Registered
"Southwest Floirda Fertility Center, PA","Fort Myers, Florida / 33908",3010650553.0,Inactive
"Southwestern Regional Medical Center,Inc","Tulsa, Oklahoma / 74133",3009053846.0,Inactive
Sparrow Fertility Center,"Lansing, Michigan / 48912",3003973990.0,Inactive
Special Procedures Laboratory,"Houston, Texas / 77030",3004018637.0,Registered
"Specialists In Reproductive Medicine & Surgery, P.A.","Fort Myers, Florida / 33907",3003926777.0,Registered
Sperm Bank Inc. dba Fertility Center of Califofrnia,"San Diego, California / 92120",3005211905.0,Registered
Sperm Bank Inc. dba Fertility Center of California,"Tustin, California / 92780",3005210448.0,Registered
SpringCreek Fertility,"Centerville, Ohio / 45459",3011408185.0,Registered
St. Joseph Hospital,"Orange, California / 92868",3004627524.0,Inactive
St. Jude Children's Research Hospital,"Memphis, Tennessee / 38105-3678",3002944207.0,Registered
St. Luke's Laboratory Services - SLRMC Core Lab,"Boise, Idaho / 83705",3009097635.0,Registered
St. Luke's Regional Med Center,"Boise, Idaho / 83712",3071512.0,Registered
"Stability Biologics, LLC","San Antonio, Texas / 78232",3009838457.0,Registered
Stanford Health Care,"Stanford, California / 94305",3003424968.0,Registered
Stanford Laboratory for Cell and Gene Medicine,"Palo Alto, California / 94304",3013552467.0,Inactive
Stardust Biology Labs,"Altadena, California / 91001",3033606230.0,Inactive
Stem Cell Bio-Medicine,"Miami, Florida / 33130",3038503647.0,Inactive
"Stem Cell Collection Unit and Stem Cell Bank, Department of Haematology, Krakow University Hospital","Krakow, / 30-688",3010501559.0,Inactive
Stem Cell Cryo Bank LLC./SFBMSCTI LLC,"Deerfield Beach, Florida / 33431",3004355298.0,Registered
Stem Cell Engineering & Cryopreservation Laboratory University Hospital,"Charlottesville, Virginia / 22908",3004731556.0,Inactive
"Stem Cell Lab, Clinical Immunolgy and Transfusion Medicine","Gothenburg, / SE-41345",3008834222.0,Registered
"Stem Cell Sciences, Inc","New York, New York / 10016",3001518820.0,Inactive
"StemCure, Inc.","New York, New York / 10036",3010642819.0,Inactive
StemCyte India Therapeutics Pvt Ltd,"Gandhinagar, / 382428",3011380649.0,Registered
"StemCyte Taiwan Co., Ltd.","New Taipei City, / 24452",3004641848.0,Registered
"StemCyte, Inc.","Baldwin Park, California / 91706",3003562296.0,Registered
StemExpress LLC (Doing Business As CGT Global),"Folsom, California / 95630",3009781218.0,Registered
StemExpress LLC (Doing Business As CGT Global),"East Norriton, Pennsylvania / 19403",3017090085.0,Registered
"StemExpress, LLC","San Diego, California / 92121",3017449090.0,Inactive
"StemExpress, LLC","Rockville, Maryland / 20850",3016789892.0,Inactive
"StemExpress, LLC","Raleigh, North Carolina / 27617",3017867721.0,Inactive
"StemExpress, LLC (Doing Business As CGT Global)","Boston, Massachusetts / 02135",3014231065.0,Registered
"StemLab, S.A.","Loja, / 000000",3007385338.0,Inactive
"Stembanc, Inc.","Chesterland, Ohio / 44026",3004195871.0,Registered
Stemcorp,"Sandy, Utah / 84070",3010877171.0,Inactive
"Stemell, Inc.","San Juan Capistrano, California / 92675",3013956190.0,Inactive
Steri-Tek LLC,"Lewisville, Texas / 75067",3024987432.0,Registered
"Sterigenics Belgium Fleurus, S.A.","Fleurus, / B-6220",3004681519.0,Inactive
"Sterigenics Radiation Technologies IN, INC","Columbia City, Indiana / 46725",3009504230.0,Registered
"Sterigenics Radiation Technologies, LLC","San Diego, California / 92121",2024024.0,Registered
Sterigenics U.S. LLC,"Mulberry, Florida / 33860",3007872441.0,Registered
"Sterigenics U.S., LLC","Corona, California / 92878",1000306431.0,Registered
"Sterigenics U.S., LLC","Rockaway, New Jersey / 07866",2219920.0,Inactive
"Sterigenics U.S., LLC","Haw River, North Carolina / 27258",1036836.0,Registered
"Sterigenics U.S., LLC","Charlotte, North Carolina / 28278",1000219637.0,Registered
"Sterigenics U.S., LLC","Fort Worth, Texas / 76140",3008806120.0,Inactive
"Sterigenics US, LLC","Hayward, California / 94545",3000215205.0,Registered
"Sterigenics, US, LLC","West Memphis, Arkansas / 72301",3002907620.0,Inactive
"Sterigenics, US, LLC","Lewis Center, Ohio / 43035",1526534.0,Inactive
Steven W. Dezii Translational Vision Research Facility,"Iowa City, Iowa / 52242",3011802647.0,Inactive
Stichting Amnitrans EyeBank International,"Rotterdam, / 3071AA",3014563269.0,Inactive
Stiftung Deutsche Klinik fur Diagnostik GmbH,"Wiesbaden, / D-65191",3005042769.0,Inactive
StimLabs,"Roswell, Georgia / 30076",3012823434.0,Registered
"Stone Oak Fertility, LLC","San Antonio, Texas / 78258",3006226828.0,Inactive
"Stony Brook Community Medical, PC","Commack, New York / 11725",3015335677.0,Registered
Stony Brook University Medical Center,"Stony Brook, New York / 11794-7530",2477537.0,Registered
"Stratus BioSystems, LLC","Grapevine, Texas / 76051",3014171113.0,Inactive
Strong Fertility Center,"Rochester, New York / 14623",3003972438.0,Registered
"Sujatha Gunnala, MD","Phoenix, Arizona / 85018",3006068341.0,Inactive
"Surge Ingenuity, Inc.","Olathe, Kansas / 66062",3031043388.0,Registered
"Surgenex, LLC","Scottsdale, Arizona / 85260",3011692533.0,Registered
Swift Sperm LLC,"Golden, Colorado / 80401",,Inactive
Sydney Cord Blood Bank,"Randwick, / NSW 2031",3002919067.0,Inactive
"Synergy Health AST, LLC","San Diego, California / 92126",1000518731.0,Registered
"Synergy Health AST, LLC","Petaluma, California / 94954",3012102437.0,Registered
"Synergy Health AST, LLC","Denver, Colorado / 80216",3007496241.0,Inactive
"Synergy Health AST, LLC","Lima, Ohio / 45804",1000515342.0,Inactive
"Synergy Health AST, LLC","Saxonburg, Pennsylvania / 16056",3009882464.0,Registered
Systemic Laboratories,"Greak Neck, New York / 11021",3014739346.0,Inactive
T&CT Ltd,"Sheffield, / S1 4DP",,Pre-registered
TAM BIOCELLULAR LLC,"Nashville, Tennessee / 37211",,Pre-registered
TBF,"Mions, / 69780",3007798500.0,Inactive
TBI Memphis,"Memphis, Tennessee / 38117",3005552218.0,Inactive
"TFC Lab, LLC","Tulsa, Oklahoma / 74119",3006226502.0,Registered
THE CENTRE FOR REPRODUCTIVE AND GENETIC HEALTH LIMITED,"London, / W1W 5QS",3013666857.0,Registered
TN. District 12-0 Lions Eye Bank,"Chattanooga, Tennessee / 37403",3002942399.0,Inactive
"TVAX Biomedical, Inc.","Columbia, Missouri / 65211",3007072965.0,Inactive
Tampa General Hospital,"Tampa, Florida / 33606",3013122021.0,Registered
"TeVido BioDevices, Inc","Austin, Texas / 78759",3013075151.0,Inactive
Team WeFIV S.A.,"BUENOS AIRES, / 1425",3014619948.0,Registered
Temple BMT Program,"Philadelphia, Pennsylvania / 19111-2442",3003940586.0,Registered
"Tennessee Fertility Institute, LLC","Franklin, Tennessee / 37067",3012925428.0,Registered
Terra Fertility,"Dedham, Massachusetts / 02145",3041698166.0,Registered
Texas Center for Reproductive Health,"Dallas, Texas / 75246",3003926841.0,Registered
Texas Health Harris Methodist Fort Worth ARTS Program,"Fort Worth, Texas / 76104",3008806128.0,Inactive
Texas Health Presbyterian Hospital of Dallas ARTS Program,"Dallas, Texas / 75231",3005783584.0,Inactive
"Texas Tech University Health Sciences Center, on behalf of its School of Medicine","Lubbock, Texas / 79415",3009670869.0,Registered
"The American Baby Company, Inc.","West Palm Beach, Florida / 33407",3044754694.0,Registered
The American National Red Cross,"Portland, Oregon / 97227",3072996.0,Registered
The American National Red Cross,"Philadelphia, Pennsylvania / 19123",2573021.0,Registered
The American National Red Cross,"Salt Lake City, Utah / 84121",3001451955.0,Registered
The American National Red Cross,"Norfolk, Virginia / 23510-1000",3003940441.0,Registered
The American National Red Cross,"Rio Piedras, / 00935-6046",2675945.0,Registered
The Arthur G. James Cancer Hospital and the Richard J. Solove Research Institute,"Columbus, Ohio / 43210",3004453885.0,Registered
"The Blood Connection, Incorporated","Piedmont, South Carolina / 29673",1048067.0,Registered
The Brooklyn Fertility Center,"New York, New York / 10023",3005781276.0,Inactive
The Center for Assisted Reproductive Technology at Medstar Union Memorial Hospital,"Baltimore, Maryland / 21218",3003937656.0,Inactive
The Center for Regenerative Medicine Laboratories Inc.,"North Miami, Florida / 33161",3010168762.0,Registered
The Center for Reproductive Endocrinology,"Dallas, Texas / 75230",3003927090.0,Registered
The Center for Reproductive Medicine,"Wichita, Kansas / 67226",3003934720.0,Inactive
The Christie NHS Foundation Trust,"Manchester, / M20 4BX",3009224717.0,Inactive
The Cleveland Clinic Foundation,"Cleveland, Ohio / 44195",3003048383.0,Registered
The Fertility Center at Methodist Charlton Medical Center,"Dallas, Texas / 75237",3005128879.0,Inactive
The Fertility Center at Missouri Baptist Medical Center,"St. Louis, Missouri / 63131",3003933861.0,Inactive
The Fertility Center at Ochsner,"Jefferson, Louisiana / 70121",3005064687.0,Inactive
The Fertility Center of Charleston,"Mount Pleasant, South Carolina / 29464",3010188337.0,Inactive
"The Fertility Center of New Mexico, LLC","Albuquerque, New Mexico / 87106",3012706615.0,Inactive
The Fertility Center of Oregon,"Eugene, Oregon / 97401",3005033595.0,Registered
"The Fertility Center, LLC","York, Pennsylvania / 17403",3004571537.0,Inactive
"The Fertility Partnership, LLC","St. Peters, Missouri / 63376",3007934424.0,Registered
The Heard Institute,"Houston, Texas / 77002",3005665076.0,Inactive
The Laboratory at the Center for Advanced Reproductive Services,"Farmington, Connecticut / 06032",3003929725.0,Registered
The Lexington Fertility Center,"Lexington, Kentucky / 40509",3035446093.0,Registered
"The Midwest Center for Reproductive Health, P.A.","Maple Grove, Minnesota / 55369",3004556026.0,Inactive
The Midwest Ear Foundation,"Cincinnati, Ohio / 45242",3000718780.0,Inactive
The Midwife Center for Birth & Women's Health,"Pittsburgh, Pennsylvania / 15222",3030265845.0,Registered
The Nebraska Medical Center,"Omaha, Nebraska / 68105",3000210077.0,Registered
The New Hope Center for Reproductive Medicine (CCRM Virginia Beach),"Virginia Beach, Virginia / 23452",3004731564.0,Registered
The New York Fertility Center,"Flushing, New York / 11355",3008287343.0,Registered
The Ohio State University Medical Center Laboratories,"Columbus, Ohio / 43210",1573115.0,Registered
The Regents of UC on behalf of UCLA Fertility and Reproductive,"Santa Monica, California / 90401",3010663930.0,Inactive
The Regents of the University of Michigan,"Ann Arbor, Michigan / 48109-5054",1870530.0,Registered
The Repository Inc.,"Fort Lauderdale, Florida / 33308",3005338569.0,Inactive
The Reproductive Medicine Group LLC,"Tampa, Florida / 33617",3005883758.0,Registered
The Royal Children's Hospital Melbourne Children's Cancer Centre,"Parkville, / 3052",3010711915.0,Inactive
"The Sperm Bank of New York, Inc","New York, New York / 10025",3004104152.0,Inactive
"The Sperm and Embryo Bank of NJ, Inc","Mountainside, New Jersey / 07092",3003945123.0,Registered
"The Sperm and Embryo Bank of New York, Inc.","New York, New York / 10016",3010250935.0,Registered
"The Swedish National Cord Blood Bank, Dept. of Clinical","Gothenburg, / SE-41345",3007798530.0,Registered
The University of Kansas Health System,"Kansas City, Kansas / 66160",1973577.0,Registered
The University of Texas M.D. Anderson Cancer Center,"Houston, Texas / 77030",3004554626.0,Inactive
The University of Virginia Health System,"Charlottesville, Virginia / 22903",3006717295.0,Inactive
"The Upper Valley Cryobank, LLC","Grantham, New Hampshire / 03753",3012344781.0,Inactive
The Valley Hospital,"Ridgewood, New Jersey / 07450",3004968587.0,Inactive
The Valley Hospital Fertility Center,"Paramus, New Jersey / 07652",3003892518.0,Registered
The World Egg and Sperm Bank,"Scottsdale, Arizona / 85260",3005083506.0,Registered
ThedaCare Laboratories,"Appleton, Wisconsin / 54911",3005948846.0,Registered
Therapeutic Apheresis Unit Ward O2,"Sheffield, / S10 2JF",3005223272.0,Registered
Think Fertility Laboratory LLC,"Bellevue, Washington / 98004",3042275593.0,Registered
Thompson Oncology Group,"Knoxville, Tennessee / 37916",3005387828.0,Inactive
Thomson Hospitals Sdn. Bhd.,"Petaling Jaya, Selangor, / 47810",3016774895.0,Inactive
Thrive Biologics LLC,"Rancho Santa Margarita, California / 92688",3015819307.0,Inactive
"Thrive Fertility IVF, LLC d.b.a Thrive IVF","Oklahoma City, Oklahoma / 73112",3020109322.0,Registered
"Thrivell, LLC","Miami, Florida / 33132",3017124469.0,Inactive
"Tides Medical, LLC","Lafayette, Louisiana / 70508",3012622594.0,Registered
Tissue Bank Cellstrans,"Sofia, / 1632",3043059206.0,Registered
"Tissue Preservation Institute, Inc., dba ZyGen Laboratory","Canoga Park, California / 91304",3001611867.0,Inactive
"Tissue Transplant Technology, Ltd. d/b/a Bone Bank Allografts","San Antonio, Texas / 78227",3000779542.0,Registered
"Tissue and Cell Technologies, Inc","Dallas, Texas / 75247",3043800402.0,Registered
Top Health SAPI de CV,"Zapopan, / 45070",3018122140.0,Registered
Transfusion Medicine Service University of North Carolina Hospitals,"Chapel Hill, North Carolina / 27514",1073105.0,Registered
Transfusion Medicine University Cologne,"Cologne, / 50937",3004564601.0,Inactive
Transplant Services Center UT Southwestern Medical Center,"Dallas, Texas / 75235",3001238005.0,Registered
"Transplantation Centre, University Children's Hospital CIC 507","Krakow, / 30-663",3011419143.0,Inactive
"Treviso Cord Blood Bank-U.O.C. Medicina Trasfusionale, Ospedale di Treviso, AULSS2","Treviso, / 31100",3006650842.0,Registered
"Tri-County Surgery Center, Inc.","Los Angeles, California / 90025",3022408804.0,Registered
"Tri-County Surgery Center, Inc.","Thousand Oaks, California / 91361",3010213165.0,Registered
Tri-State Reproductive Medicine at The Womens Hospital,"Newburgh, Indiana / 47630",3005258970.0,Inactive
TriCelX Inc.,"Frisco, Texas / 75034",3041723657.0,Registered
TriCore Reference Laboratories,"Albuquerque, New Mexico / 87102-2705",1000160308.0,Inactive
"Tritium BioSciences, LLC","Cordova, Tennessee / 38018",3010959409.0,Inactive
Troche Fertility Centers,"Glendale, Arizona / 85308",3003942715.0,Inactive
Trustees of The London Clinic Ltd,"London, / W1G 6BW",3006650820.0,Registered
Tufts Medical Center,"Boston, Massachusetts / 02111",1271567.0,Registered
Tulane Medical Center,"New Orleans, Louisiana / 70112",3009099779.0,Inactive
"Tutogen Medical GmbH, a wholly owned subsidiary of RTI Surgical, Inc. (also dba RTI Biologics, Inc.)","Neunkirchen, / 91077",3002924436.0,Registered
"Tutogen Medical, Inc. a wholly owned subsidiary of RTI Surgical, Inc. (also dba RTI Biologics, Inc.)","Alachua, Florida / 32615",1000525984.0,Inactive
U. S. Tissue & Cell,"Cincinnati, Ohio / 45267-0055",3006527914.0,Inactive
U.K.C.F.A TUP BEBEK LTD,"Famagusta, / 99450",3017890202.0,Inactive
U.O. Medicina Trasfusionale,"Ascoli Piceno, / 63100",3008300558.0,Inactive
"U.S. Stem Cell, Inc","Sunrise, Florida / 33327",3005825762.0,Inactive
UAMS University Of Arkansas For Medical Sciences,"Little Rock, Arkansas / 72205-7199",3000719563.0,Registered
UC San Diego Health Andrology Laboratory,"San Diego, California / 92121",3017399128.0,Registered
UCI Medical Center C/O Blood Bank,"Orange, California / 92868",2077704.0,Inactive
UCL Cliniques universitaires St Luc - Cellular Therapy Department,"Brussels, / 1200",3003405700.0,Inactive
UCLA Healthcare Clinical Laboratories Brentwood,"Los Angeles, California / 90049",3003928096.0,Inactive
UCLA Hematologic Malignancies /Stem Cell Transplantation Program,"Los Angeles, California / 90095",2074237.0,Registered
UCSF Center for Reproductive Health,"San Francisco, California / 94158",3003971438.0,Registered
UCSF Center for Reproductive Health,"San Francisco, California / 94158",3011396186.0,Inactive
UCSF Health - Pediatric Cellular Therapy Laboratory,"San Francisco, California / 94158",3003971449.0,Registered
UCSF Human Islet and Cellular Transplantation Facility,"San Francsico, California / 94103",3005404215.0,Registered
"UCSF Medical Center Clinical Lab, Adult BMT Lab","San Francisco, California / 94143-0100",2970033.0,Inactive
"UCSF Medical Center Hematology, Blood and Marrow Transplant, and Cellular Therapy Program","San Francisco, California / 94143",3003971446.0,Registered
UF Health Shands Hospital,"Gainesville, Florida / 32608",3003926742.0,Registered
UF Reproductive Medicine at Springhill,"Gainesville, Florida / 32606",3003926999.0,Registered
UHealth Center for Reproductive Medicine,"Doral, Florida / 33122",3005089639.0,Registered
"UKSH Campus Kiel, Institut für Transfusionsmedizin; SZ-Apherese","Kiel, / 24105",3006088339.0,Registered
UMass Memorial IVF Center,"Worcester, Massachusetts / 01605",3017871794.0,Registered
UMass Memorial Medical Center - Stem Cell and Cryopreservation Lab,"Worcester, Massachusetts / 01655",3004123934.0,Registered
UNC Fertility,"Raleigh, North Carolina / 27617",3005070676.0,Registered
UNM Hospitals,"Albuquerque, New Mexico / 87106",1000517650.0,Registered
UOC Immunoematologia e Medicina Trasfusionale-Azienda,"Roma, / 00161",3006716821.0,Inactive
UOS Aferesi e nuove tecnologie Trasfusionali-Laboratorio di criobiologia Ospedale San Gerardo,"Monza, / 20900",3012422352.0,Inactive
UPMC Center for Reproduction and Transplantation,"Pittsburgh, Pennsylvania / 15213",3016712563.0,Registered
